"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q9NPP4","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11390368}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q3UP24}. Inflammasome {ECO:0000269|PubMed:15107016, ECO:0000269|PubMed:33420028}.",NA,NA,NA
"Q9NX02","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15030775, ECO:0000269|PubMed:15456791}.",NA,NA,NA
"P59047","SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, Cortical granule {ECO:0000269|PubMed:19192343}. Mitochondrion {ECO:0000269|PubMed:19192343}. Nucleus, nucleolus {ECO:0000269|PubMed:19192343, ECO:0000269|PubMed:25542835}. Cytoplasm {ECO:0000269|PubMed:19192343, ECO:0000269|PubMed:19542546, ECO:0000269|PubMed:25542835}. Golgi apparatus {ECO:0000269|PubMed:19192343}.",NA,NA,NA
"P08949","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q9CR53}. Cell projection, neuron projection {ECO:0000250|UniProtKB:Q9CR53}. Note=In neurons of the retrotrapezoid nucleus//parafacial respiratory group, expressed on neuron projections which project into the pre-Botzinger complex. {ECO:0000250|UniProtKB:Q9CR53}.",NA,NA,NA
"O75414",NA,NA,NA,NA
"Q9NPI5",NA,NA,NA,NA
"Q9UGY1","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250}.",NA,NA,NA
"O75052","SUBCELLULAR LOCATION: Cell projection, filopodium {ECO:0000250|UniProtKB:O54960}. Cell projection, podosome {ECO:0000250|UniProtKB:O54960}.",NA,NA,NA
"Q8IVI9","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:12446846, ECO:0000269|PubMed:16376344}; Peripheral membrane protein {ECO:0000269|PubMed:12446846, ECO:0000269|PubMed:16376344}; Cytoplasmic side {ECO:0000269|PubMed:12446846, ECO:0000269|PubMed:16376344}. Cytoplasmic vesicle {ECO:0000269|PubMed:12446846}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16234328, ECO:0000269|PubMed:16376344}. Note=Enriched in selected actin structures (PubMed:16234328, PubMed:16376344).; SUBCELLULAR LOCATION: [Isoform 3]: Nucleus {ECO:0000269|PubMed:18980613}.",NA,NA,NA
"Q9HBY0","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,"TOPO_DOM 1..13; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 35..51; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 73..103; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 125..167; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 189..201; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 223..395; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 417..568; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 14..34; /note=Helical; /evidence=ECO:0000255; TRANSMEM 52..72; /note=Helical; /evidence=ECO:0000255; TRANSMEM 104..124; /note=Helical; /evidence=ECO:0000255; TRANSMEM 168..188; /note=Helical; /evidence=ECO:0000255; TRANSMEM 202..222; /note=Helical; /evidence=ECO:0000255; TRANSMEM 396..416; /note=Helical; /evidence=ECO:0000255"
"Q86UR1","SUBCELLULAR LOCATION: Cytoplasm. Cell membrane. Note=Translocation to membranes depends on NOXO1 or NCF1 and maybe RAC1.",NA,NA,NA
"Q6NXP6",NA,NA,NA,NA
"Q9NZP6","SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:22694955}. Nucleus inner membrane {ECO:0000269|PubMed:22694955}. Note=Colocalizes with the NPC and nuclear lamins at the nuclear periphery.",NA,NA,NA
"O15118","SUBCELLULAR LOCATION: Late endosome membrane {ECO:0000269|PubMed:12554680}; Multi-pass membrane protein {ECO:0000269|PubMed:10821832, ECO:0000269|PubMed:27238017, ECO:0000269|PubMed:28784760}. Lysosome membrane {ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:9927649}; Multi-pass membrane protein {ECO:0000269|PubMed:10821832, ECO:0000269|PubMed:27238017, ECO:0000269|PubMed:28784760}.",NA,"TOPO_DOM 23..261; /note=Lumenal; /evidence=ECO:0000269|PubMed:27238017; TOPO_DOM 283..350; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:27238017; TOPO_DOM 372..620; /note=Lumenal; /evidence=ECO:0000269|PubMed:27238017, ECO:0000269|PubMed:28784760; TOPO_DOM 642..653; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 676..685; /note=Lumenal; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 707..730; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 752..759; /note=Lumenal; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 784..832; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 854..1097; /note=Lumenal; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 1119..1124; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 1146..1150; /note=Lumenal; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 1172..1194; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 1216..1223; /note=Lumenal; /evidence=ECO:0000269|PubMed:28784760; TOPO_DOM 1245..1278; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28784760","TRANSMEM 262..282; /note=Helical; /evidence=ECO:0000269|PubMed:27238017; TRANSMEM 351..371; /note=Helical; /evidence=ECO:0000269|PubMed:27238017, ECO:0000269|PubMed:28784760; TRANSMEM 621..641; /note=Helical; /evidence=ECO:0000269|PubMed:27238017, ECO:0000269|PubMed:28784760; TRANSMEM 654..675; /note=Helical; /evidence=ECO:0000269|PubMed:28784760; TRANSMEM 686..706; /note=Helical; /evidence=ECO:0000269|PubMed:28784760; TRANSMEM 731..751; /note=Helical; /evidence=ECO:0000269|PubMed:28784760; TRANSMEM 760..783; /note=Helical; /evidence=ECO:0000269|PubMed:28784760; TRANSMEM 833..853; /note=Helical; /evidence=ECO:0000269|PubMed:28784760; TRANSMEM 1098..1118; /note=Helical; /evidence=ECO:0000269|PubMed:28784760; TRANSMEM 1125..1145; /note=Helical; /evidence=ECO:0000269|PubMed:28784760; TRANSMEM 1151..1171; /note=Helical; /evidence=ECO:0000269|PubMed:28784760; TRANSMEM 1195..1215; /note=Helical; /evidence=ECO:0000269|PubMed:28784760; TRANSMEM 1224..1244; /note=Helical; /evidence=ECO:0000269|PubMed:28784760"
"O75161","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:17558407, ECO:0000269|PubMed:26644512}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:17558407}. Cell junction, tight junction {ECO:0000250|UniProtKB:P59240}. Nucleus {ECO:0000269|PubMed:22654112}. Note=In cultured renal cells, it localizes diffusely in the cytoplasm but, as cells approach confluence, it accumulates to basolateral tight junctions (By similarity). Localizes to the ciliary transition zone (By similarity). In the retinal photoreceptor cell layer, localizes at the connecting cilium (By similarity). {ECO:0000250|UniProtKB:P59240}.",NA,NA,NA
"Q9BXD5","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",NA,NA,NA
"P16860","SUBCELLULAR LOCATION: [NT-proBNP]: Secreted {ECO:0000269|PubMed:18466803, ECO:0000269|PubMed:25339504}. Note=Detected in blood. {ECO:0000269|PubMed:18466803, ECO:0000269|PubMed:25339504}.; SUBCELLULAR LOCATION: [proBNP(3-108)]: Secreted {ECO:0000269|PubMed:17367664}. Note=Detected in blood. {ECO:0000269|PubMed:17367664}.; SUBCELLULAR LOCATION: [Brain natriuretic peptide 32]: Secreted {ECO:0000269|PubMed:17367664, ECO:0000269|PubMed:18466803, ECO:0000269|PubMed:1914098, ECO:0000269|PubMed:25339504}. Note=Detected in blood. {ECO:0000269|PubMed:17367664, ECO:0000269|PubMed:18466803, ECO:0000269|PubMed:1914098, ECO:0000269|PubMed:25339504}.; SUBCELLULAR LOCATION: [BNP(3-32)]: Secreted {ECO:0000269|PubMed:17367664}. Note=Detected in blood. {ECO:0000269|PubMed:17367664}.",NA,NA,NA
"P51843","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16709599}. Cytoplasm {ECO:0000269|PubMed:16709599}. Note=Shuttles between the cytoplasm and nucleus. Homodimers exits in the cytoplasm and in the nucleus.",NA,NA,NA
"Q15466","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14752053, ECO:0000269|PubMed:28797635}. Cytoplasm {ECO:0000269|PubMed:14752053}. Note=Colocalizes with NEUROD1 in the nucleus.",NA,NA,NA
"P55055","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00407}.",NA,NA,NA
"Q86VF7","SUBCELLULAR LOCATION: Note=Localized at the myotendinous junction in skeletal muscle and at the intercalated disk in cardiac muscle. {ECO:0000269|PubMed:12789664}.",NA,NA,NA
"Q92823","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q810U4}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q810U4}. Cell projection, axon {ECO:0000250|UniProtKB:Q810U4}. Secreted {ECO:0000250|UniProtKB:Q810U4}. Note=Detected at nodes of Ranvier. {ECO:0000250|UniProtKB:Q810U4}.",NA,"TOPO_DOM 25..1167; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1191..1304; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 1168..1190; /note=Helical; /evidence=ECO:0000255"
"Q16612","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11358844}.",NA,NA,NA
"P56975","SUBCELLULAR LOCATION: [Pro-neuregulin-3, membrane-bound isoform]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Does not seem to be active. {ECO:0000250}.; SUBCELLULAR LOCATION: [Neuregulin-3]: Secreted {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Single-pass type I membrane protein. Note=Isoform 3 is also proteolytically released as a soluble form.",NA,"TOPO_DOM 1..360; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 382..720; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 361..381; /note=Helical; Note=Internal signal sequence; /evidence=ECO:0000255"
"O60462","SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11112349}; Single-pass type I membrane protein {ECO:0000269|PubMed:11112349}.; SUBCELLULAR LOCATION: [Isoform s9]: Secreted {ECO:0000269|PubMed:11112349}.",NA,"TOPO_DOM 21..864; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 890..931; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 865..889; /note=Helical; /evidence=ECO:0000255"
"Q9GZP1","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 66..86; /note=Helical; /evidence=ECO:0000255; TRANSMEM 122..142; /note=Helical; /evidence=ECO:0000255"
"Q8WV22","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18086888}. Chromosome, telomere {ECO:0000305|PubMed:18086888}.",NA,NA,NA
"Q8NE18",NA,NA,NA,NA
"Q96HA8","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q80WB5}. Nucleus {ECO:0000250|UniProtKB:Q80WB5}.",NA,NA,NA
"P20783","SUBCELLULAR LOCATION: Secreted.",NA,NA,NA
"Q96CW9","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21946559, ECO:0000269|PubMed:31668703}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:21946559}; Extracellular side {ECO:0000269|PubMed:21946559, ECO:0000269|PubMed:31668703}.",NA,NA,NA
"P04629","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1281417, ECO:0000269|PubMed:15488758, ECO:0000269|PubMed:17196528, ECO:0000269|PubMed:27676246, ECO:0000269|PubMed:2927393}; Single-pass type I membrane protein {ECO:0000269|PubMed:1281417, ECO:0000269|PubMed:15488758}. Early endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Late endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Recycling endosome membrane {ECO:0000250|UniProtKB:P35739}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P35739}. Note=Rapidly internalized after NGF binding (PubMed:1281417). Internalized to endosomes upon binding of NGF or NTF3 and further transported to the cell body via a retrograde axonal transport. Localized at cell membrane and early endosomes before nerve growth factor (NGF) stimulation. Recruited to late endosomes after NGF stimulation. Colocalized with RAPGEF2 at late endosomes. {ECO:0000250|UniProtKB:P35739, ECO:0000269|PubMed:1281417}.",NA,"TOPO_DOM 33..423; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 440..796; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 424..439; /note=Helical; /evidence=ECO:0000255"
"P30990","SUBCELLULAR LOCATION: Secreted. Cytoplasmic vesicle, secretory vesicle. Note=Packaged within secretory vesicles.",NA,NA,NA
"A8MXV4","SUBCELLULAR LOCATION: Peroxisome {ECO:0000250|UniProtKB:P11930}.",NA,NA,NA
"Q9UKK9","SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:27257257}.",NA,NA,NA
"Q96E22","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:19723497, ECO:0000269|PubMed:21572394}; Multi-pass membrane protein {ECO:0000303|PubMed:21572394}. Note=Colocalizes with Nogo-B during VEGF and wound healing angiogenesis. {ECO:0000269|PubMed:19723497}.",NA,NA,"TRANSMEM 1..23; /note=Helical; Name=1; /evidence=ECO:0000303|PubMed:21572394; TRANSMEM 35..56; /note=Helical; Name=2; /evidence=ECO:0000303|PubMed:21572394; TRANSMEM 117..135; /note=Helical; Name=3; /evidence=ECO:0000303|PubMed:21572394"
"Q969Y0","SUBCELLULAR LOCATION: Secreted {ECO:0000305}.",NA,NA,NA
"O95157","SUBCELLULAR LOCATION: Secreted {ECO:0000305}.",NA,NA,NA
"Q6ZVC0",NA,NA,NA,NA
"Q9P2P1","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 1372..1392; /note=Helical; /evidence=ECO:0000255; TRANSMEM 1408..1428; /note=Helical; /evidence=ECO:0000255"
"P54368",NA,NA,NA,NA
"O43482","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17199038}. Chromosome {ECO:0000269|PubMed:17199038}. Chromosome, centromere {ECO:0000269|PubMed:17199038}. Note=Associated with centromeres in interphase cells, from late anaphase to the G1 phase. Not detected on centromeres during earlier phases of mitosis. Associated with chromatin.",NA,NA,NA
"Q96PB7","SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Synapse {ECO:0000250}.",NA,NA,NA
"Q9NRN5","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15280020}.",NA,NA,NA
"P78380","SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor. Cell membrane; Single-pass type II membrane protein. Membrane raft. Secreted. Note=A secreted form also exists. Localization to membrane rafts requires palmitoylation.",NA,"TOPO_DOM 1..36; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 58..273; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 37..57; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"P02763","SUBCELLULAR LOCATION: Secreted.",NA,NA,NA
"P19652","SUBCELLULAR LOCATION: Secreted.",NA,NA,NA
"Q9H0X9","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21220512, ECO:0000269|PubMed:26206935}; Single-pass membrane protein {ECO:0000269|PubMed:21220512}. Note=Localizes to endoplasmic reticulum-plasma membrane contact sites (EPCS). Localizes to the cortical endoplasmic reticulum at the EPCS. {ECO:0000269|PubMed:26206935, ECO:0000269|PubMed:30220461}.",NA,NA,"TRANSMEM 860..878; /note=Helical; /evidence=ECO:0000255"
"Q9BZF1","SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17991739, ECO:0000269|PubMed:26206935}; Single-pass membrane protein {ECO:0000269|PubMed:17991739}. Nucleus membrane {ECO:0000269|PubMed:21698267}. Note=The presence of the N-terminus extension contains an overall negative charge that may explain the weak localization to the cortical endoplasmic reticulum (Probable). {ECO:0000305|PubMed:26206935}.; SUBCELLULAR LOCATION: [Isoform 3]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26206935}; Single-pass membrane protein. Note=Localizes to the cortical endoplasmic reticulum at the endoplasmic reticulum-plasma membrane contact sites. {ECO:0000269|PubMed:26206935}.",NA,NA,"TRANSMEM 871..888; /note=Helical; /evidence=ECO:0000255"
"Q96SU4","SUBCELLULAR LOCATION: Late endosome membrane {ECO:0000269|PubMed:20599956}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:20599956}. Note=Localizes at the Golgi-late endosome interface.",NA,NA,NA
"Q86WC4","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:21527911}; Single-pass type I membrane protein {ECO:0000269|PubMed:21527911}. Note=Requires CLCN7 to travel to lysosomes.",NA,"TOPO_DOM 32..284; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 306..334; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 285..305; /note=Helical; /evidence=ECO:0000255"
"Q7L8S5",NA,NA,NA,NA
"P32243","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19414065}.",NA,NA,NA
"Q12889","SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle. Note=Secretory granules.",NA,NA,NA
"O00110","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.",NA,NA,NA
"Q5BKU9",NA,NA,NA,NA
"Q8N573","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15060142}.",NA,NA,NA
"Q32P28","SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum {ECO:0000269|PubMed:19088120}.; SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q9R1J8}. Note=Secreted into the extracellular matrix as a chondroitin sulfate proteoglycan (CSPG). {ECO:0000250|UniProtKB:Q9R1J8}.",NA,NA,NA
"Q8IVL5","SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000255|PROSITE-ProRule:PRU10138, ECO:0000269|PubMed:15063763}. Sarcoplasmic reticulum {ECO:0000305|PubMed:15063763}. Golgi apparatus {ECO:0000269|PubMed:15063763}.",NA,NA,NA
"Q92791","SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:23959653}.",NA,NA,NA
"P13674","SUBCELLULAR LOCATION: Endoplasmic reticulum lumen.",NA,NA,NA
"O15460","SUBCELLULAR LOCATION: Endoplasmic reticulum lumen.",NA,NA,NA
"Q9NXG6","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12163023, ECO:0000269|PubMed:17726031}; Single-pass type II membrane protein {ECO:0000269|PubMed:12163023, ECO:0000269|PubMed:17726031}.",NA,"TOPO_DOM 1..60; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 82..502; /note=Lumenal; /evidence=ECO:0000255","TRANSMEM 61..81; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"Q8N7B6",NA,NA,NA,NA
"Q9BY11","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell projection {ECO:0000250}. Synapse, synaptosome {ECO:0000250}. Cell projection, ruffle membrane {ECO:0000250}. Membrane; Peripheral membrane protein. Cytoplasmic vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Synapse {ECO:0000250}. Cytoplasm, cytosol {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Colocalizes with MAPT in axons. In primary neuronal cultures, present at a high level in presynaptic nerve terminals and in the cell body. Colocalizes with DNM1 at vesicular structures in the cell body and neurites (By similarity). Associates with membranes via its F-BAR domain. {ECO:0000250}.",NA,NA,NA
"Q9UNF0","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Early endosome. Recycling endosome membrane. Cell projection, ruffle membrane; Peripheral membrane protein; Cytoplasmic side. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell projection {ECO:0000269|PubMed:31242077}. Membrane, caveola {ECO:0000269|PubMed:22323287}. Note=Detected at the neck of flask-shaped caveolae. Localization to tubular recycling endosomes probably requires interaction with MICALL1 and EHD1.",NA,NA,NA
"Q9ULW8","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:27866708}.",NA,NA,NA
"Q8N7H5","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16491129, ECO:0000269|PubMed:30367041}. Note=Punctuate distribution throughout the nucleus except in nucleoli and the perinuclear chromatin.",NA,NA,NA
"Q9NWQ8","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}; Single-pass type III membrane protein {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}. Note=Present in lipid rafts.",NA,"TOPO_DOM 1..16; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 38..432; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 17..37; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"O60829","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12489849, ECO:0000269|PubMed:24559171, ECO:0000269|PubMed:25374899}. Nucleus {ECO:0000269|PubMed:24559171}. Mitochondrion {ECO:0000269|PubMed:25374899}. Note=Translocates to mitochondria in response to stress. {ECO:0000269|PubMed:25374899}.",NA,NA,NA
"P00439",NA,NA,NA,NA
"Q9BPZ3","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11172725}.",NA,NA,NA
"Q13177","SUBCELLULAR LOCATION: [Serine/threonine-protein kinase PAK 2]: Cytoplasm {ECO:0000269|PubMed:19923322, ECO:0000269|PubMed:21555521}. Nucleus {ECO:0000269|PubMed:12853446, ECO:0000269|PubMed:21555521}. Note=MYO18A mediates the cellular distribution of the PAK2-ARHGEF7-GIT1 complex to the inner surface of the cell membrane. {ECO:0000269|PubMed:19923322}.; SUBCELLULAR LOCATION: [PAK-2p34]: Nucleus {ECO:0000269|PubMed:12853446}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:15471851}. Membrane {ECO:0000269|PubMed:16617111}; Lipid-anchor {ECO:0000269|PubMed:16617111}. Note=Interaction with ARHGAP10 probably changes PAK-2p34 location to cytoplasmic perinuclear region (PubMed:15471851). Myristoylation changes PAK-2p34 location to the membrane (PubMed:16617111). {ECO:0000269|PubMed:15471851, ECO:0000269|PubMed:16617111}.",NA,NA,NA
