"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q6UXG2","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21072319, ECO:0000269|PubMed:26045166}; Single-pass type I membrane protein {ECO:0000269|PubMed:21072319}. Late endosome membrane {ECO:0000269|PubMed:21072319}; Single-pass type I membrane protein {ECO:0000269|PubMed:21072319}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:21072319}; Single-pass type I membrane protein {ECO:0000269|PubMed:21072319}. Lysosome membrane {ECO:0000269|PubMed:21072319}; Single-pass membrane protein {ECO:0000269|PubMed:21072319}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:26045166}; Single-pass type I membrane protein {ECO:0000269|PubMed:21072319}.",NA,"TOPO_DOM 42..910; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 932..1013; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 911..931; /note=Helical; /evidence=ECO:0000255"
"P0C7U0","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, dendrite {ECO:0000250}. Note=Localizes to excitatory synapses onto somatostatin (Sst)-containing oriens-lacunosum moleculare (O-LM) interneurons. {ECO:0000250}.",NA,"TOPO_DOM 28..418; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 440..828; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 419..439; /note=Helical; /evidence=ECO:0000255"
"Q96BJ8","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",NA,NA,NA
"P15502","SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:17035250}. Note=Extracellular matrix of elastic fibers. {ECO:0000269|PubMed:17035250}.",NA,NA,NA
"Q8N8S7","SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton {ECO:0000250}. Cell projection, lamellipodium {ECO:0000250}. Cell projection, filopodium {ECO:0000250}. Synapse {ECO:0000250}. Cell junction, focal adhesion. Note=Targeted to the leading edge of lamellipodia and filopodia by MRL family members. Colocalizes at filopodial tips with a number of other proteins including vinculin and zyxlin. Colocalizes with N-WASP at the leading edge. Colocalizes with GPHN and PFN at synapses (By similarity). {ECO:0000250}.",NA,NA,NA
"O14682","SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:19424503}. Cytoplasm {ECO:0000269|PubMed:19424503}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19424503}.",NA,NA,NA
"Q8TC92","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11360993}. Secreted, extracellular space {ECO:0000269|PubMed:11360993}. Note=Extracellular and plasma membrane-associated.",NA,NA,NA
"Q9H4G0","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",NA,NA,NA
"Q9Y2J2","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cell junction {ECO:0000269|PubMed:9892180}. Cell membrane {ECO:0000269|PubMed:9892180}; Peripheral membrane protein {ECO:0000269|PubMed:9892180}; Cytoplasmic side {ECO:0000269|PubMed:9892180}. Cytoplasm {ECO:0000269|PubMed:9892180}. Note=Detected in the cytoplasm of actively dividing cells.",NA,NA,NA
"Q9HCS5","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.",NA,NA,NA
"Q9H329","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22006950}. Cell junction, tight junction {ECO:0000269|PubMed:22006950}. Note=Accumulates along apical cell-cell boundaries and is also detected in the cytoplasm in a punctate manner. {ECO:0000269|PubMed:22006950}.",NA,NA,NA
"P16422","SUBCELLULAR LOCATION: Lateral cell membrane {ECO:0000269|PubMed:15195135, ECO:0000269|PubMed:16054130, ECO:0000269|PubMed:19785009}; Single-pass type I membrane protein {ECO:0000269|PubMed:16054130}. Cell junction, tight junction {ECO:0000269|PubMed:16054130}. Note=Colocalizes with CLDN7 at the lateral cell membrane and tight junction. {ECO:0000269|PubMed:16054130}.",NA,"TOPO_DOM 24..265; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 289..314; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 266..288; /note=Helical; /evidence=ECO:0000255"
"P29317","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18794797, ECO:0000269|PubMed:19573808, ECO:0000269|PubMed:20223987, ECO:0000269|PubMed:20861311, ECO:0000269|PubMed:34067457}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, ruffle membrane {ECO:0000269|PubMed:19573808}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:19573808}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, focal adhesion {ECO:0000269|PubMed:10655584}. Note=Present at regions of cell-cell contacts but also at the leading edge of migrating cells (PubMed:19573808, PubMed:20861311). Relocates from the plasma membrane to the cytoplasmic and perinuclear regions in cancer cells (PubMed:18794797). {ECO:0000269|PubMed:18794797, ECO:0000269|PubMed:19573808, ECO:0000269|PubMed:20861311, ECO:0000269|PubMed:26158630}.",NA,"TOPO_DOM 24..537; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 559..976; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 538..558; /note=Helical; /evidence=ECO:0000255"
"P29320","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:11870224}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:21135139}.",NA,"TOPO_DOM 21..541; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 566..983; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 542..565; /note=Helical; /evidence=ECO:0000255"
"P54762","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18034775}; Single-pass type I membrane protein {ECO:0000269|PubMed:18034775}. Early endosome membrane {ECO:0000269|PubMed:18034775}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q8CBF3}.",NA,"TOPO_DOM 18..540; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 564..984; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 541..563; /note=Helical; /evidence=ECO:0000255"
"P29323","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cell projection, axon {ECO:0000250}. Cell projection, dendrite {ECO:0000250}.",NA,"TOPO_DOM 19..543; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 565..1055; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 544..564; /note=Helical; /evidence=ECO:0000255"
"Q12929","SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000250}. Cell projection, ruffle membrane {ECO:0000250}. Cell projection, growth cone {ECO:0000250}. Cell projection, stereocilium {ECO:0000250, ECO:0000250|UniProtKB:Q08509}. Synapse, synaptosome {ECO:0000250}. Note=Localizes at the tips of the stereocilia of the inner and outer hair cells (By similarity). Localizes to the midzone of dividing cells. {ECO:0000250, ECO:0000250|UniProtKB:Q08509}.",NA,NA,NA
"P21860","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:33497358}; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.",NA,"TOPO_DOM 20..643; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 665..1342; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 644..664; /note=Helical; /evidence=ECO:0000255"
"Q9H8M9","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17492404}; Single-pass membrane protein {ECO:0000269|PubMed:17492404}. Lysosome membrane {ECO:0000269|PubMed:17492404}; Single-pass membrane protein {ECO:0000269|PubMed:17492404}.",NA,NA,"TRANSMEM 35..55; /note=Helical; /evidence=ECO:0000255"
"Q9NVM1","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 29..49; /note=Helical; /evidence=ECO:0000255"
"Q86VI1","SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle {ECO:0000250}. Note=Colocalizes with insulin granules. {ECO:0000250}.",NA,NA,NA
"P55085","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 37..71; /note=Extracellular; /evidence=ECO:0000269|PubMed:28445455; TOPO_DOM 102..108; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28445455; TOPO_DOM 138..149; /note=Extracellular; /evidence=ECO:0000269|PubMed:28445455; TOPO_DOM 178..183; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28445455; TOPO_DOM 212..235; /note=Extracellular; /evidence=ECO:0000269|PubMed:28445455; TOPO_DOM 270..277; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28445455; TOPO_DOM 318..323; /note=Extracellular; /evidence=ECO:0000269|PubMed:28445455; TOPO_DOM 348..397; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:28445455","TRANSMEM 72..101; /note=Helical; Name=1; /evidence=ECO:0000269|PubMed:28445455; TRANSMEM 109..137; /note=Helical; Name=2; /evidence=ECO:0000269|PubMed:28445455; TRANSMEM 150..177; /note=Helical; Name=3; /evidence=ECO:0000269|PubMed:28445455; TRANSMEM 184..211; /note=Helical; Name=4; /evidence=ECO:0000269|PubMed:28445455; TRANSMEM 236..269; /note=Helical; Name=5; /evidence=ECO:0000269|PubMed:28445455; TRANSMEM 278..317; /note=Helical; Name=6; /evidence=ECO:0000269|PubMed:28445455; TRANSMEM 324..347; /note=Helical; Name=7; /evidence=ECO:0000269|PubMed:28445455"
"Q96RI0","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 48..82; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 104..108; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 130..151; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 173..192; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 214..247; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 269..283; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 305..319; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 344..385; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 83..103; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 109..129; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 152..172; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 193..213; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 248..268; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 284..304; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 320..343; /note=Helical; Name=7; /evidence=ECO:0000255"
"P05413","SUBCELLULAR LOCATION: Cytoplasm.",NA,NA,NA
"Q5VUB5","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:30312582}; Single-pass type I membrane protein {ECO:0000305|PubMed:30312582}.",NA,"TOPO_DOM 22..303; /note=Extracellular; /evidence=ECO:0000269|PubMed:30312582; TOPO_DOM 325..890; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:30312582","TRANSMEM 304..324; /note=Helical; /evidence=ECO:0000255"
"Q5U5X8",NA,NA,NA,NA
"Q6ZV65","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:33376131}. Chromosome {ECO:0000269|PubMed:33376131}. Cytoplasm {ECO:0000269|PubMed:33376131}. Note=Localizes to promoter regions of PRMT5 target genes. {ECO:0000269|PubMed:33376131}.",NA,NA,NA
"Q5TYM5","SUBCELLULAR LOCATION: Cytoplasm. Mitochondrion. Note=A V5 epitope-tagged construct has been shown to localize to the nucleus (PubMed:18676834). 5-7% of total FAM72A is associated with mitochondria around the nucleus in HEK293 cells (PubMed:21317926). {ECO:0000269|PubMed:18676834, ECO:0000269|PubMed:21317926}.",NA,NA,NA
"P49327","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.",NA,NA,NA
"Q8WUP2","SUBCELLULAR LOCATION: Cell junction, focal adhesion {ECO:0000269|PubMed:12679033, ECO:0000269|PubMed:18829455}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:12496242, ECO:0000269|PubMed:12679033, ECO:0000269|PubMed:18829455}. Note=Associated with actin stress fiber at cell-ECM focal adhesion sites (PubMed:12679033, PubMed:18829455). Isoform 1 and isoform 3 are recruited and localized at actin stress fibers and clustered at cell-EMC adhesion sites through interaction with FERMT2 (PubMed:12679033). Isoform 2 is localized at actin stress fibers (PubMed:12496242). {ECO:0000269|PubMed:12496242, ECO:0000269|PubMed:12679033, ECO:0000269|PubMed:18829455}.",NA,NA,NA
"P98095","SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.",NA,NA,NA
"Q9UBX5","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:16652333, ECO:0000269|PubMed:17035250, ECO:0000269|PubMed:20599547}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:17035250}. Note=co-localizes with ELN in elastic fibers. {ECO:0000269|PubMed:17035250}.",NA,NA,NA
"Q53RD9","SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",NA,NA,NA
"O00757","SUBCELLULAR LOCATION: Cell junction {ECO:0000250}. Cytoplasm. Nucleus. Cytoplasm, myofibril, sarcomere, Z line. Note=In neonatal cardiomyocytes, distributed throughout the cytosol, accumulating in the intercalated disks which occur at the Z line of cardiomyocytes and connect adjacent cells, and also located in the nucleus; dissociates from the Z line following an increase in cytosolic Ca(2+) concentration (By similarity). In muscle precursor cells, localizes predominantly to the nucleus and to a lesser extent to the cytoplasm at the proliferative phase, while mainly localizing to the cytoplasm at the differentiation phase (By similarity). Colocalizes with ALDOA and alpha-actinin on both sides of the Z line of skeletal muscle; dissociates rapidly from the Z line following an increase in cytosolic Ca(2+) concentration. {ECO:0000250}.",NA,NA,NA
"Q9UKC9","SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:15893726}; Lipid-anchor {ECO:0000269|PubMed:15893726}.",NA,NA,NA
"Q8IX29",NA,NA,NA,NA
"Q8TF61",NA,NA,NA,NA
"P12314","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12756162, ECO:0000269|PubMed:8611682}; Single-pass type I membrane protein {ECO:0000269|PubMed:12756162, ECO:0000269|PubMed:8611682}. Note=Stabilized at the cell membrane through interaction with FCER1G.",NA,"TOPO_DOM 16..292; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 314..374; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 293..313; /note=Helical; /evidence=ECO:0000255"
"Q92637","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1430234}; Single-pass type I membrane protein {ECO:0000269|PubMed:1430234}.",NA,"TOPO_DOM 16..198; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 220..280; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 199..219; /note=Helical; /evidence=ECO:0000255"
"O60667","SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000269|PubMed:21908424}; Single-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000269|PubMed:21908424}. Note=Detected in the serum. {ECO:0000269|PubMed:21908424}.",NA,"TOPO_DOM 18..251; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 273..390; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 252..272; /note=Helical; /evidence=ECO:0000255"
"P98174","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell projection, lamellipodium {ECO:0000250}. Cell projection, ruffle {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Associated with membrane ruffles and lamellipodia. {ECO:0000250}.",NA,NA,NA
"Q6ZNL6","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:22328776}. Cell projection, ruffle membrane {ECO:0000269|PubMed:22328776}. Endoplasmic reticulum {ECO:0000269|PubMed:22328776}. Golgi apparatus {ECO:0000269|PubMed:22328776}. Early endosome {ECO:0000269|PubMed:22328776}. Note=In peripheral membrane ruffles, colocolizes with F-actin. In confluent HUVECs, detected at cell-cell-contact sites where it colocalizes with vascular endothelial cadherin/CDH5.",NA,NA,NA
"P21802","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Golgi apparatus. Cytoplasmic vesicle. Note=Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Note=After ligand binding, the activated receptor is rapidly internalized and degraded.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Single-pass type I membrane protein. Note=After ligand binding, the activated receptor is rapidly internalized and degraded.; SUBCELLULAR LOCATION: [Isoform 8]: Secreted.; SUBCELLULAR LOCATION: [Isoform 13]: Secreted.",NA,"TOPO_DOM 22..377; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 399..821; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 378..398; /note=Helical; /evidence=ECO:0000255"
"P09769","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell projection, ruffle membrane. Cytoplasm, cytosol. Cytoplasm, cytoskeleton. Mitochondrion inner membrane {ECO:0000250}. Mitochondrion intermembrane space {ECO:0000250}. Note=Detected in mitochondrial intermembrane space and at inner membranes (By similarity). Colocalizes with actin fibers at membrane ruffles. Detected at plasma membrane lipid rafts. {ECO:0000250}.",NA,NA,NA
"Q7Z7B0","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:23087206}.",NA,NA,NA
"Q4L180","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18794120}. Membrane {ECO:0000269|PubMed:18794120}. Nucleus {ECO:0000269|PubMed:18794120}.",NA,NA,NA
"Q96Q35","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8BVM7}. Cytoplasmic granule {ECO:0000250|UniProtKB:Q8BVM7}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q8BVM7}. Note=Expressed in the principal piece of the sperm tail, nearest the sperm head. {ECO:0000250|UniProtKB:Q8BVM7}.",NA,NA,NA
"Q14315","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11038172, ECO:0000269|PubMed:25351925}. Membrane {ECO:0000269|PubMed:11038172}; Peripheral membrane protein {ECO:0000269|PubMed:11038172}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11038172}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:11038172}. Note=A small amount localizes at membranes. In striated muscle cells, it predominantly localizes in myofibrillar Z lines, while a minor fraction localizes with subsarcolemme. Targeting to developing and mature Z lines is mediated by the intradomain insert.",NA,NA,NA
"Q9NZU0","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q8BGT1}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q8BGT1}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8BGT1}. Cell junction, focal adhesion {ECO:0000250|UniProtKB:Q8BGT1}. Secreted {ECO:0000250|UniProtKB:Q8BGT1}. Cell projection, axon {ECO:0000250|UniProtKB:Q8BGT1}. Cell projection, growth cone membrane {ECO:0000250|UniProtKB:Q8BGT1}. Note=Detected on dendritic punctae that colocalize in part with glutamaergic synapses, but not with GABAergic synapses. Proteolytic cleavage in the juxtamembrane region gives rise to a shedded ectodomain. {ECO:0000250|UniProtKB:B1H234, ECO:0000250|UniProtKB:Q8BGT1}.",NA,"TOPO_DOM 29..528; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 550..649; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 529..549; /note=Helical; /evidence=ECO:0000255"
"P35916","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20445537, ECO:0000269|PubMed:7898938}; Single-pass type I membrane protein. Cytoplasm {ECO:0000269|PubMed:16452200, ECO:0000269|PubMed:20445537}. Nucleus {ECO:0000269|PubMed:16452200}. Note=Ligand-mediated autophosphorylation leads to rapid internalization. {ECO:0000269|PubMed:20445537}.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Note=Ligand-mediated autophosphorylation leads to rapid internalization.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted. Cytoplasm.",NA,"TOPO_DOM 25..775; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 797..1363; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 776..796; /note=Helical; /evidence=ECO:0000255"
"Q9Y5Y0","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:15369674}; Multi-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion membrane {ECO:0000250|UniProtKB:B2RXV4}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalizes with HADHA. {ECO:0000250|UniProtKB:B2RXV4}.",NA,"TOPO_DOM 1..107; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 129..147; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 169..174; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 196..199; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 221..240; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 262..275; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 297..331; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 353..372; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 394..401; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 423..424; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 446..459; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 481..490; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 512..555; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 108..128; /note=Helical; /evidence=ECO:0000255; TRANSMEM 148..168; /note=Helical; /evidence=ECO:0000255; TRANSMEM 175..195; /note=Helical; /evidence=ECO:0000255; TRANSMEM 200..220; /note=Helical; /evidence=ECO:0000255; TRANSMEM 241..261; /note=Helical; /evidence=ECO:0000255; TRANSMEM 276..296; /note=Helical; /evidence=ECO:0000255; TRANSMEM 332..352; /note=Helical; /evidence=ECO:0000255; TRANSMEM 373..393; /note=Helical; /evidence=ECO:0000255; TRANSMEM 402..422; /note=Helical; /evidence=ECO:0000255; TRANSMEM 425..445; /note=Helical; /evidence=ECO:0000255; TRANSMEM 460..480; /note=Helical; /evidence=ECO:0000255; TRANSMEM 491..511; /note=Helical; /evidence=ECO:0000255"
