Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer
ZNF18	"HDSG1, KOX11, Zfp535, ZKSCAN6, ZNF535, ZSCAN38"	ENSG00000154957	Zinc finger protein 18	P17022	17	11977439-11997475	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Early spermatids: 18.0;Late spermatids: 30.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Cancer enriched	Detected in all	5	testis cancer: 37.2	Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA006144	Uncertain		Approved	"Nucleoplasm,Golgi apparatus,Plasma membrane,Cytosol"		NA	NA			Cluster 50: Neutrophils - Cellular senescence	Cluster 27: Brain & Skin - Unknown function	Cluster 49: Non-specific - Unknown function	Cluster 12: Non-specific - Chromatin organization	"Nucleoplasm, Golgi apparatus"	"Plasma membrane, Cytosol"	HPA006144: AB_1080683	unprognostic (2.99e-3)	prognostic favorable (6.32e-4)	unprognostic (2.32e-1)	unprognostic (2.50e-2)	unprognostic (4.91e-2)	unprognostic (2.72e-3)	unprognostic (2.28e-2)	unprognostic (5.93e-3)	unprognostic (1.25e-1)	unprognostic (2.93e-2)	prognostic favorable (5.12e-6)	unprognostic (2.28e-1)	prognostic unfavorable (3.06e-6)	unprognostic (1.52e-2)	unprognostic (9.31e-2)	unprognostic (3.34e-2)	unprognostic (3.53e-3)
ZNF185	SCELL	ENSG00000147394	Zinc finger protein 185 with LIM domain	O15231	X	152914442-152973480	"Plasma proteins, Predicted intracellular proteins"				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		epididymis: 328.7;esophagus: 326.7	Cell type enhanced	Detected in many		Basal keratinocytes: 48.8;Basal prostatic cells: 76.4;Squamous epithelial cells: 81.7;Suprabasal keratinocytes: 160.1	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in many		basophil: 51.8	Group enriched	Detected in many	5	granulocytes: 51.8;monocytes: 27.4	Low cancer specificity	Detected in all			"Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 1, Skeletal muscle - Fibroblasts, Testis - Spermatogonia"	Low region specificity	Detected in many			Low region specificity	Detected in all			"HPA000400, HPA016438"	Enhanced		Supported	"Plasma membrane,Actin filaments,Focal adhesion sites,Cytosol"		NA	NA		220000	Cluster 18: Basophils - Vesicular transport	Cluster 30: Epididymis - Antimicrobial activity	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 3: Suprabasal keratinocytes - Cornification	"Plasma membrane, Cytosol"	"Actin filaments, Focal adhesion sites"	"HPA000400: AB_1080685, HPA016438: AB_1859109"	unprognostic (1.34e-1)	unprognostic (1.39e-1)	unprognostic (1.84e-1)	unprognostic (2.43e-2)	unprognostic (9.75e-3)	unprognostic (2.69e-1)	unprognostic (2.49e-2)	prognostic unfavorable (1.50e-4)	unprognostic (7.94e-2)	unprognostic (6.28e-2)	prognostic unfavorable (3.30e-5)	unprognostic (5.18e-2)	unprognostic (8.12e-2)	unprognostic (1.99e-1)	unprognostic (1.37e-1)	unprognostic (2.10e-1)	unprognostic (1.60e-1)
ZNF227		ENSG00000131115	Zinc finger protein 227	Q86WZ6	19	44207547-44237268	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Early spermatids: 23.4;Late spermatids: 29.4	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all								Low region specificity	Detected in all			HPA030573	Uncertain		Approved	Plasma membrane		NA	NA			Cluster 44: Non-specific - Transcription	Cluster 32: Brain & Lymphoid tissue - Unknown function	Cluster 4: Non-specific - Transcription	Cluster 51: Late spermatids - Spermatogenesis	Plasma membrane		HPA030573: AB_10610702	unprognostic (3.01e-2)	unprognostic (1.79e-2)	unprognostic (7.14e-2)	unprognostic (2.77e-2)	unprognostic (4.74e-2)	unprognostic (1.66e-2)	unprognostic (8.05e-2)	unprognostic (7.89e-2)	unprognostic (1.52e-2)	unprognostic (1.08e-1)	unprognostic (5.68e-3)	unprognostic (1.94e-1)	unprognostic (4.88e-2)	unprognostic (1.27e-1)	unprognostic (2.21e-2)	unprognostic (9.91e-2)	prognostic favorable (2.64e-4)
ZNF276	"CENP-Z, CENPZ, MGC45417, ZADT, ZFP276, ZNF477"	ENSG00000158805	Zinc finger protein 276	Q8N554	16	89720400-89740925	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		NK-cells: 90.9	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA021309, HPA022255"	Uncertain		Approved	"Nucleoplasm,Nucleoli,Plasma membrane,Cytosol"		NA	NA			Cluster 36: GdT-cells - Adaptive immune response	Cluster 18: Non-specific - Mitochondria	Cluster 36: Non-specific - Unknown function	Cluster 7: NK-cells - Immune response regulation	"Nucleoplasm, Cytosol"	"Nucleoli, Plasma membrane"	"HPA021309: AB_1859024, HPA022255: AB_1859025"	unprognostic (1.45e-2)	unprognostic (7.05e-2)	unprognostic (1.17e-2)	unprognostic (8.25e-3)	unprognostic (1.17e-1)	unprognostic (2.95e-3)	unprognostic (1.27e-1)	unprognostic (3.70e-2)	unprognostic (1.92e-1)	unprognostic (7.85e-2)	unprognostic (1.59e-2)	unprognostic (1.36e-3)	prognostic unfavorable (3.37e-4)	unprognostic (2.65e-2)	unprognostic (4.14e-1)	unprognostic (1.26e-1)	unprognostic (1.62e-3)
ZNF277	"NRIF4, ZNF277P"	ENSG00000198839	Zinc finger protein 277	Q9NRM2	7	112206695-112343934	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA027307	Uncertain		Approved	"Nucleoplasm,Plasma membrane"		NA	NA			Cluster 44: Non-specific - Transcription	Cluster 29: Non-specific - Vesicular transport	Cluster 31: Non-specific - Transcription	Cluster 39: Non-specific - Translation	Nucleoplasm	Plasma membrane	HPA027307: AB_1859164	unprognostic (2.04e-1)	unprognostic (1.43e-1)	unprognostic (1.07e-1)	unprognostic (3.95e-2)	unprognostic (7.76e-2)	unprognostic (3.17e-2)	unprognostic (1.43e-1)	unprognostic (4.18e-2)	unprognostic (4.60e-2)	unprognostic (7.61e-2)	unprognostic (1.88e-2)	unprognostic (2.85e-1)	prognostic favorable (9.47e-4)	unprognostic (1.05e-1)	unprognostic (2.64e-2)	unprognostic (2.46e-1)	unprognostic (1.06e-1)
ZNF337	dJ694B14.1	ENSG00000130684	Zinc finger protein 337	Q9Y3M9	20	25673195-25696853	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Astrocytes: 25.6;Excitatory neurons: 30.0;Inhibitory neurons: 26.2;Oligodendrocyte precursor cells: 25.0;Oligodendrocytes: 27.7	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all												"HPA044303, HPA064219"	Approved		Approved	"Nuclear speckles,Plasma membrane"		NA	NA			Cluster 22: NK-cells - Unknown function	Cluster 35: Non-specific - Unknown function	Cluster 37: Ovarian cancer RMG-I - Cellular stress response	Cluster 64: Non-specific - Transcription	Plasma membrane	Nuclear speckles	"HPA044303: AB_2678890, HPA064219: AB_2685215"	unprognostic (2.14e-1)	unprognostic (2.19e-2)	unprognostic (1.65e-2)	unprognostic (1.80e-1)	unprognostic (1.30e-1)	unprognostic (5.81e-3)	unprognostic (4.54e-3)	unprognostic (6.99e-2)	unprognostic (2.34e-1)	unprognostic (1.34e-2)	unprognostic (3.15e-2)	unprognostic (9.36e-4)	prognostic unfavorable (2.87e-6)	unprognostic (1.29e-1)	unprognostic (1.54e-1)	unprognostic (3.93e-2)	unprognostic (8.82e-3)
ZNF397	"MGC13250, ZNF47, ZSCAN15"	ENSG00000186812	Zinc finger protein 397	Q8NF99	18	35241030-35267133	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Repressor"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Early spermatids: 82.9;Oligodendrocytes: 88.8	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			HPA026087	Uncertain		Approved	"Nucleoli,Plasma membrane,Microtubules,Cytosol"		NA	NA			Cluster 37: B-cells - Transcription	Cluster 69: Cerebellum - Gene expression regulation	Cluster 41: Non-specific - Cilium assembly	Cluster 64: Non-specific - Transcription	"Nucleoli, Plasma membrane, Cytosol"	Microtubules	HPA026087: AB_1859243	unprognostic (1.97e-1)	unprognostic (2.82e-2)	unprognostic (2.12e-1)	unprognostic (3.09e-1)	unprognostic (6.35e-2)	unprognostic (1.15e-2)	unprognostic (1.74e-3)	unprognostic (1.45e-2)	unprognostic (1.48e-2)	unprognostic (3.28e-2)	prognostic favorable (9.44e-4)	unprognostic (2.46e-2)	unprognostic (2.17e-3)	unprognostic (3.83e-2)	unprognostic (4.44e-2)	unprognostic (1.06e-1)	unprognostic (2.09e-3)
ZNF407	"FLJ13839, FLJ20307, KIAA1703"	ENSG00000215421	Zinc finger protein 407	Q9C0G0	18	74597870-75065671	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	"Disease variant, Dwarfism, Intellectual disability"	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Group enriched	Detected in many	4	Astrocytes: 93.9;Excitatory neurons: 109.4;Inhibitory neurons: 97.9;Microglial cells: 110.4;Oligodendrocyte precursor cells: 117.4;Oligodendrocytes: 123.2	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Low cancer specificity	Detected in all			"Liver - Vascular Endothelial cells, Testis - Spermatocytes, Testis - Spermatogonia, Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA028255, HPA041673"	Uncertain		Approved	"Nucleoplasm,Plasma membrane"		NA	NA			Cluster 46: Basophils - DNA binding	Cluster 76: Brain & Bone marrow - Chromatin organization	Cluster 41: Non-specific - Cilium assembly	Cluster 10: Neurons & Oligodendrocytes - Nervous system development	"Nucleoplasm, Plasma membrane"		"HPA028255: AB_10603466, HPA041673: AB_2677610"	unprognostic (3.96e-1)	unprognostic (1.95e-1)	unprognostic (2.48e-1)	unprognostic (8.62e-2)	unprognostic (4.61e-2)	unprognostic (2.09e-2)	unprognostic (1.76e-2)	unprognostic (4.31e-1)	unprognostic (1.19e-3)	unprognostic (4.04e-4)	unprognostic (3.47e-2)	unprognostic (2.22e-1)	prognostic favorable (9.79e-5)	unprognostic (8.87e-2)	unprognostic (3.07e-1)	unprognostic (1.24e-1)	unprognostic (3.11e-2)
ZNF503	"FLJ45745, MGC2555, Nlz2"	ENSG00000165655	Zinc finger protein 503	Q96F45	10	75397830-75401764	Predicted intracellular proteins	"Transcription, Transcription regulation"	Repressor		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Basal squamous epithelial cells: 232.3;Schwann cells: 136.7;Squamous epithelial cells: 166.8	Cancer enhanced	Detected in all		ovarian cancer: 62.9	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Breast - Fibroblasts	Low region specificity	Detected in many			Low region specificity	Detected in all			HPA026848	Approved		Approved	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA				Cluster 72: Non-specific - Transcription	Cluster 2: DU4475 - Unknown function	Cluster 22: Squamous epithelial cells - Keratinization	"Plasma membrane, Cytosol"	Nucleoplasm	HPA026848: AB_10610704	unprognostic (1.18e-1)	unprognostic (8.56e-2)	unprognostic (8.63e-3)	unprognostic (7.41e-2)	unprognostic (2.82e-1)	unprognostic (3.57e-2)	unprognostic (9.63e-2)	unprognostic (7.42e-2)	unprognostic (3.42e-2)	unprognostic (3.22e-1)	unprognostic (6.53e-2)	prognostic unfavorable (3.50e-4)	prognostic favorable (1.97e-4)	unprognostic (1.53e-1)	unprognostic (8.28e-2)	unprognostic (2.05e-1)	unprognostic (1.59e-1)
ZNF510	KIAA0972	ENSG00000081386	Zinc finger protein 510	Q9Y2H8	9	96754553-96778129	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in many			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in some			Low lineage specificity	Detected in many			Low cancer specificity	Detected in all								Low region specificity	Detected in all			HPA049139	Uncertain		Approved	"Nucleoplasm,Vesicles,Plasma membrane"		NA	NA			Cluster 27: Non-specific - Gene expression	Cluster 77: Retina - Visual perception	Cluster 55: Non-specific - Unknown function	Cluster 64: Non-specific - Transcription	Nucleoplasm	"Vesicles, Plasma membrane"	HPA049139: AB_2680651	unprognostic (2.70e-2)	unprognostic (3.44e-1)	unprognostic (1.07e-1)	unprognostic (6.92e-2)	unprognostic (2.01e-2)	unprognostic (1.43e-2)	unprognostic (3.78e-1)	unprognostic (1.21e-2)	unprognostic (8.50e-3)	unprognostic (3.90e-2)	unprognostic (1.06e-1)	unprognostic (4.34e-2)	prognostic favorable (5.94e-4)	unprognostic (1.02e-2)	unprognostic (1.17e-1)	unprognostic (5.17e-2)	unprognostic (2.18e-2)
ZNF571	HSPC059	ENSG00000180479	Zinc finger protein 571	Q7Z3V5	19	37554782-37594792	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enhanced	Detected in all		thyroid gland: 77.4	Cell type enhanced	Detected in many		Early spermatids: 25.0;Oligodendrocytes: 22.6;Rod photoreceptor cells: 18.8	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all												HPA054762			Approved	"Nucleoplasm,Nucleoli,Plasma membrane"		NA	NA			Cluster 37: B-cells - Transcription	Cluster 1: Thyroid gland - Transcription	Cluster 4: Non-specific - Transcription	Cluster 64: Non-specific - Transcription	"Nucleoplasm, Nucleoli"	Plasma membrane	HPA054762: 	unprognostic (1.16e-1)	unprognostic (3.01e-2)	unprognostic (3.92e-2)	unprognostic (1.19e-1)	unprognostic (5.21e-2)	unprognostic (1.88e-2)	unprognostic (1.19e-1)	unprognostic (9.03e-4)	unprognostic (5.77e-2)	unprognostic (9.82e-2)	unprognostic (1.22e-3)	unprognostic (3.90e-2)	unprognostic (2.14e-2)	unprognostic (8.93e-2)	unprognostic (2.62e-1)	unprognostic (4.89e-2)	unprognostic (2.71e-4)
ZNF646	KIAA0296	ENSG00000167395	Zinc finger protein 646	O15015	16	31074422-31084196	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		testis: 25.7	Cell type enhanced	Detected in many		Early spermatids: 24.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enhanced	Detected in all		neutrophil: 25.1	Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Testis - Early spermatids, Testis - Late spermatids"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA042364, HPA066468"	Uncertain		Approved	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA			Cluster 52: Eosinophils - Transcription	Cluster 23: Testis - Cell cycle regulation	Cluster 8: Non-specific - Transcription	Cluster 49: Early spermatids - Spermatogenesis	"Nucleoplasm, Plasma membrane, Cytosol"		"HPA042364: AB_10794796, HPA066468: AB_2732746"	unprognostic (1.61e-2)	unprognostic (2.18e-1)	unprognostic (8.08e-2)	unprognostic (1.18e-2)	unprognostic (4.66e-1)	unprognostic (6.20e-3)	prognostic unfavorable (1.28e-6)	unprognostic (3.23e-2)	unprognostic (4.21e-2)	unprognostic (6.96e-2)	unprognostic (1.16e-2)	unprognostic (9.83e-2)	unprognostic (2.07e-2)	unprognostic (2.65e-1)	unprognostic (1.93e-1)	unprognostic (1.07e-1)	unprognostic (2.16e-1)
ZNF655	"VIK, VIK-1"	ENSG00000197343	Zinc finger protein 655	Q8N720	7	99558406-99576453	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA029534, HPA050750"	Uncertain		Supported	"Nucleoplasm,Plasma membrane"		NA	NA			Cluster 34: Basophils - Unknown function	Cluster 24: Salivary gland - Salivary secretion	Cluster 31: Non-specific - Transcription	Cluster 64: Non-specific - Transcription	Nucleoplasm	Plasma membrane	"HPA029534: AB_10603008, HPA050750: AB_2681225"	prognostic favorable (7.12e-4)	unprognostic (3.03e-2)	unprognostic (9.62e-2)	unprognostic (5.00e-1)	unprognostic (1.51e-1)	unprognostic (5.42e-2)	unprognostic (3.31e-2)	unprognostic (3.93e-3)	prognostic unfavorable (7.24e-4)	unprognostic (2.01e-1)	unprognostic (1.49e-2)	unprognostic (1.18e-1)	unprognostic (1.42e-2)	unprognostic (2.16e-1)	unprognostic (2.11e-1)	unprognostic (1.62e-2)	unprognostic (1.12e-1)
