Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
UBE2C	UBCH10	ENSG00000175063	"Ubiquitin conjugating enzyme E2 C"	O00762	20	45812576-45816957	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis, Ubl conjugation pathway"	Transferase	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 78.5;lymphoid tissue: 113.5"	"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 142.8;Erythroid cells: 152.2;Extravillous trophoblasts: 499.0;Granulosa cells: 140.8;Undifferentiated cells: 143.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in single"			"Immune cell enhanced"	"Detected in some"		"T-reg: 8.2"	"Group enriched"	"Detected in many"	5	"granulocytes: 2.1;NK-cells: 2.1;T-cells: 8.2"	"Low cancer specificity"	"Detected in all"			"Colon - Mitotic cells (Colon), Heart muscle - Mitotic cells (Heart), Lung - Mitotic cells (Lung), Skin - Mitotic cells (Skin), Stomach - Mitotic cells (Stomach), Testis - Early spermatids, Thyroid - Mitotic cells (Thyroid)"	"Group enriched"	"Detected in many"	5	"basal ganglia: 4.3;white matter: 11.4"	"Low region specificity"	"Detected in some"			"CAB011464, HPA034569, CAB035990, HPA054975"	Approved		Approved	"Plasma membrane,Cytosol"		Yes	Yes			"Cluster 35: T-regs - Unknown function"	"Cluster 53: Non-specific - Cell cycle regulation"	"Cluster 37: Ovarian cancer RMG-I - Cellular stress response"	"Cluster 43: Non-specific - Cell proliferation"	"Plasma membrane, Cytosol"		"CAB011464: AB_442965, CAB035990: , HPA034569: AB_2674226, HPA054975: AB_2682658"	"unprognostic (1.45e-2)"	"unprognostic (2.19e-1)"	"unprognostic (1.06e-1)"	"unprognostic (2.11e-3)"	"unprognostic (2.54e-1)"	"unprognostic (1.35e-1)"	"prognostic unfavorable (6.24e-6)"	"unprognostic (2.27e-3)"	"unprognostic (2.59e-2)"	"unprognostic (1.04e-1)"	"prognostic unfavorable (6.91e-4)"	"unprognostic (3.76e-2)"	"prognostic unfavorable (0.00e+0)"	"unprognostic (3.09e-1)"	"unprognostic (3.61e-1)"	"unprognostic (4.65e-2)"	"unprognostic (2.68e-1)"
UBE2QL1	FLJ25076	ENSG00000215218	"Ubiquitin conjugating enzyme E2 Q family like 1"	A1L167	5	6448859-6496723	"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"brain: 26.1;heart muscle: 16.8;retina: 28.3;skeletal muscle: 54.5;tongue: 13.9"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 30.2;Cardiomyocytes: 29.9;Cone photoreceptor cells: 27.6;Excitatory neurons: 47.1;Granulosa cells: 45.4;Horizontal cells: 26.9;Inhibitory neurons: 34.4;Rod photoreceptor cells: 58.0"	"Cancer enhanced"	"Detected in many"		"thyroid cancer: 5.4"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Myeloma: 16.3"	"Heart muscle - Cardiomyocytes, Kidney - Intercalated cells, Pancreas - Alpha cells, Skin - Sebaceous gland cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA057414			Supported	"Nucleoplasm,Plasma membrane"		NA	NA				"Cluster 54: Non-specific - Microtubule organization"	"Cluster 51: Myeloma - Humoral immune response"	"Cluster 44: Photoreceptor cells - Visual perception"	Nucleoplasm	"Plasma membrane"	"HPA057414: "	"unprognostic (1.45e-2)"	"unprognostic (1.58e-2)"	"unprognostic (1.79e-2)"	"unprognostic (2.10e-1)"	"unprognostic (1.08e-2)"	"unprognostic (7.43e-2)"	"unprognostic (1.15e-2)"	"unprognostic (1.36e-1)"	"unprognostic (3.10e-1)"	"unprognostic (7.16e-2)"	"unprognostic (2.15e-3)"	"unprognostic (8.41e-2)"	"prognostic favorable (6.81e-8)"	"unprognostic (3.18e-3)"	"unprognostic (2.81e-1)"	"unprognostic (1.27e-2)"	"unprognostic (1.41e-2)"
UCP3	SLC25A9	ENSG00000175564	"Uncoupling protein 3"	P55916	11	74000277-74009085	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters"	Transport		"Diabetes mellitus, Disease variant, Obesity"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	80	"skeletal muscle: 393.2;tongue: 263.1"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 11.8;Late spermatids: 16.3;Skeletal myocytes: 52.5"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Not detected"	"Not detected"			"CAB010771, HPA072225"	Enhanced		Approved	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA			"Cluster 36: GdT-cells - Adaptive immune response"	"Cluster 13: Striated muscle - Muscle contraction"	"Cluster 11: Lymphoma - Adaptive immune response"	"Cluster 27: Skeletal myocytes - Muscle contraction"	"Nucleoplasm, Cytosol"	"Plasma membrane"	"CAB010771: AB_261839, HPA072225: AB_2686498"	"unprognostic (3.76e-3)"	"unprognostic (1.24e-1)"	"unprognostic (2.82e-1)"	"unprognostic (5.98e-2)"	"unprognostic (1.12e-1)"	"unprognostic (2.49e-2)"	"unprognostic (3.95e-3)"	"unprognostic (6.61e-2)"	"unprognostic (1.25e-1)"	"unprognostic (8.58e-2)"	"unprognostic (2.13e-4)"	"unprognostic (1.61e-2)"	"unprognostic (3.25e-6)"	"unprognostic (2.68e-1)"	"unprognostic (1.66e-1)"	"unprognostic (1.76e-1)"	"unprognostic (2.50e-4)"
ULBP2	RAET1H	ENSG00000131015	"UL16 binding protein 2"	Q9BZM5	6	149942014-149949235	"Predicted membrane proteins, Predicted secreted proteins"	"Host-virus interaction, Immunity"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 6.1"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 25.8;Basal respiratory cells: 16.6;Exocrine glandular cells: 10.2;Late spermatids: 11.0;Squamous epithelial cells: 12.1"	"Cancer enhanced"	"Detected in all"		"head and neck cancer: 12.9"	"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in some"		"gdT-cell: 2.7"	"Lineage enriched"	"Detected in single"	6	"T-cells: 2.7"	"Low cancer specificity"	"Detected in many"			"Breast - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Liver - Vascular Endothelial cells"									"CAB018974, HPA066741"	Approved		Supported	"Vesicles,Plasma membrane"	"Secreted in other tissues"	NA	NA			"Cluster 20: T-cells - T-cell receptor"	"Cluster 27: Brain & Skin - Unknown function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 11: Non-specific - Transcription"	"Vesicles, Plasma membrane"		"CAB018974: , HPA066741: "	"unprognostic (2.09e-5)"	"prognostic unfavorable (8.07e-4)"	"unprognostic (2.38e-3)"	"unprognostic (3.90e-1)"	"prognostic unfavorable (2.44e-4)"	"unprognostic (1.26e-2)"	"unprognostic (2.38e-3)"	"unprognostic (1.47e-1)"	"unprognostic (1.02e-1)"	"unprognostic (1.05e-1)"	"unprognostic (1.99e-1)"	"unprognostic (1.75e-2)"	"unprognostic (1.42e-4)"	"unprognostic (1.68e-1)"	"unprognostic (2.06e-1)"	"unprognostic (2.14e-1)"	"unprognostic (4.86e-1)"
USP53	KIAA1350	ENSG00000145390	"Ubiquitin specific peptidase 53"	Q70EK8	4	119212587-119295517	"Enzymes, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in all"		"Glandular and luminal cells: 503.6;Microglial cells: 262.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA035844, HPA035845"	Uncertain		Approved	"Plasma membrane,Cytosol"		NA	NA			"Cluster 32: T-cells - Unknown function"	"Cluster 13: Striated muscle - Muscle contraction"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 14: Endometrium - Transcription regulation"	"Plasma membrane"	Cytosol	"HPA035844: AB_10669532, HPA035845: AB_2674817"	"unprognostic (9.33e-2)"	"unprognostic (1.49e-2)"	"prognostic favorable (3.15e-6)"	"unprognostic (4.37e-3)"	"unprognostic (4.82e-2)"	"unprognostic (5.03e-2)"	"unprognostic (1.55e-1)"	"unprognostic (9.54e-2)"	"unprognostic (1.77e-1)"	"unprognostic (9.81e-3)"	"unprognostic (1.28e-1)"	"prognostic unfavorable (7.54e-6)"	"prognostic favorable (3.58e-8)"	"unprognostic (9.02e-2)"	"unprognostic (1.72e-1)"	"unprognostic (1.58e-1)"	"unprognostic (3.70e-2)"
VANGL1	STB2	ENSG00000173218	"VANGL planar cell polarity protein 1"	Q8TAA9	1	115641970-115698224	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"			"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in many"		"NK-cell: 6.2"	"Group enriched"	"Detected in many"	7	"dendritic cells: 2.3;NK-cells: 6.2;T-cells: 3.0"	"Low cancer specificity"	"Detected in all"			"Skin - Mitotic cells (Skin), Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA025235, CAB076375"	Approved		Approved	"Plasma membrane"		NA	Yes			"Cluster 48: NK-cells - Unknown function"	"Cluster 12: Smooth muscle tissue - Mixed function"	"Cluster 38: Non-specific - mRNA processing"	"Cluster 22: Squamous epithelial cells - Keratinization"	"Plasma membrane"		"CAB076375: AB_2665604, HPA025235: AB_1858718"	"unprognostic (1.04e-2)"	"unprognostic (2.04e-2)"	"prognostic favorable (7.53e-4)"	"unprognostic (9.94e-2)"	"unprognostic (1.71e-2)"	"unprognostic (5.18e-2)"	"unprognostic (2.18e-3)"	"unprognostic (5.11e-3)"	"unprognostic (2.11e-1)"	"unprognostic (6.43e-3)"	"prognostic unfavorable (7.89e-4)"	"unprognostic (1.88e-2)"	"unprognostic (1.74e-2)"	"unprognostic (7.71e-3)"	"unprognostic (1.21e-1)"	"unprognostic (4.50e-3)"	"unprognostic (9.06e-3)"
VIL1	"D2S1471, VIL"	ENSG00000127831	"Villin 1"	P09327	2	218419121-218453295	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins"	Apoptosis	"Actin capping, Actin-binding"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	14	"intestine: 436.3"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 234.3;Enteroendocrine cells: 136.3;Intestinal goblet cells: 148.7;Paneth cells: 214.2;Proximal enterocytes: 592.0;Undifferentiated cells: 136.3"	"Group enriched"	"Detected in many"	4	"colorectal cancer: 56.4;stomach cancer: 23.5"	"Not detected"	"Not detected"			"Immune cell enriched"	"Detected in single"	4	"neutrophil: 1.3"	"Lineage enriched"	"Detected in single"	6	"granulocytes: 1.3"	"Group enriched"	"Detected in many"	5	"Bile duct cancer: 124.4;colorectal cancer: 264.3;Gastric cancer: 119.5;liver cancer: 135.3"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Skin - Keratinocyte (granular), Testis - Late spermatids"	"Low region specificity"	"Detected in single"			"Not detected"	"Not detected"			"CAB002452, HPA006884, HPA006885"	Enhanced		Enhanced	"Plasma membrane"		NA	NA		6800	"Cluster 9: Neutrophils - Innate immune response"	"Cluster 9: Intestine - Unknown function"	"Cluster 19: Stomach & Colon cancer - Absorption"	"Cluster 59: Proximal enterocytes - Transmembrane transport"	"Plasma membrane"		"CAB002452: AB_564052, HPA006884: AB_1080566, HPA006885: AB_1080564"	"unprognostic (1.28e-1)"	"unprognostic (1.91e-2)"	"unprognostic (1.61e-2)"	"unprognostic (1.09e-1)"	"unprognostic (1.83e-1)"	"unprognostic (3.36e-1)"	"unprognostic (3.03e-1)"	"unprognostic (5.90e-2)"	"unprognostic (2.44e-2)"	"unprognostic (7.06e-2)"	"unprognostic (4.14e-1)"	"unprognostic (1.03e-1)"	"unprognostic (2.25e-3)"	"unprognostic (3.90e-1)"	"unprognostic (2.58e-1)"	"unprognostic (4.79e-2)"	"unprognostic (4.65e-2)"
VTCN1	"B7-H4, B7H4, B7S1, B7x, FLJ22418"	ENSG00000134258	"V-set domain containing T cell activation inhibitor 1"	Q7Z7D3	1	117143587-117210960	"Predicted intracellular proteins, Predicted membrane proteins"	"Adaptive immunity, Immunity"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"breast: 100.9;fallopian tube: 32.7;pancreas: 30.1"	"Cell type enhanced"	"Detected in many"		"Breast glandular cells: 59.9;Club cells: 29.8;Collecting duct cells: 45.3;Ductal cells: 76.4;Endometrial ciliated cells: 41.4;Glandular and luminal cells: 80.8;Mucus glandular cells: 63.7;Salivary duct cells: 31.1"	"Group enriched"	"Detected in many"	6	"breast cancer: 55.8;endometrial cancer: 45.2;ovarian cancer: 49.6"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"breast cancer: 43.8;ovarian cancer: 40.3;testis cancer: 29.9"	"Heart muscle - Cardiomyocytes, Lung - Respiratory ciliated cells, Prostate - Urothelial cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA054200	Approved		Approved	"Plasma membrane,Cell Junctions,Focal adhesion sites"		No	NA				"Cluster 5: Breast - Unknown function"	"Cluster 10: Ovarian & Endometrial cancers - Unknown function"	"Cluster 73: Prostatic glandular cells - Transcription"	"Plasma membrane"	"Cell Junctions, Focal adhesion sites"	"HPA054200: AB_2682415"	"unprognostic (4.13e-1)"	"unprognostic (1.71e-3)"	"unprognostic (2.95e-1)"	"unprognostic (3.44e-2)"	"unprognostic (1.71e-3)"	"unprognostic (2.56e-1)"	"unprognostic (7.94e-2)"	"unprognostic (4.86e-2)"	"unprognostic (3.53e-1)"	"unprognostic (1.17e-2)"	"unprognostic (4.54e-2)"	"unprognostic (5.47e-2)"	"unprognostic (1.50e-2)"	"unprognostic (1.06e-1)"	"unprognostic (2.42e-1)"	"unprognostic (3.07e-1)"	"unprognostic (1.45e-2)"
VWA7	"C6orf27, G7c, NG37"	ENSG00000204396	"Von Willebrand factor A domain containing 7"	Q9Y334	6	31765590-31777328	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"pituitary gland: 21.3"	"Cell type enhanced"	"Detected in some"		"Gastric mucus-secreting cells: 7.8;Paneth cells: 2.1;Proximal enterocytes: 4.8;Proximal tubular cells: 2.5;Respiratory ciliated cells: 2.5"	"Low cancer specificity"	"Detected in many"			"Group enriched"	"Detected in many"	6	"cerebral cortex: 2.9;hypothalamus: 8.2;medulla oblongata: 5.9;pons: 5.5;thalamus: 7.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Heart muscle - Cardiomyocytes, Lung - Respiratory ciliated cells, Stomach - Gastric mucous cells"	"Group enriched"	"Detected in some"	5	"cerebellum: 7.0;pons and medulla: 3.9"	"Low region specificity"	"Detected in many"			"HPA046954, HPA054262"	Approved		Approved	"Plasma membrane,Cytosol"	"Secreted - unknown location"	NA	NA		9200	"Cluster 10: Basophils - Unknown function"	"Cluster 26: Pituitary gland - Hormone signaling"	"Cluster 29: TT & NCI-H1385 - Synaptic signal transduction"	"Cluster 58: Gastric mucus-secreting cells - Digestion"	"Plasma membrane, Cytosol"		"HPA046954: AB_2679875, HPA054262: AB_2682430"	"unprognostic (9.13e-2)"	"unprognostic (8.60e-4)"	"unprognostic (9.99e-2)"	"unprognostic (2.43e-1)"	"unprognostic (2.85e-3)"	"unprognostic (4.96e-3)"	"unprognostic (6.38e-2)"	"unprognostic (4.40e-2)"	"unprognostic (2.68e-1)"	"unprognostic (5.84e-2)"	"unprognostic (1.65e-2)"	"unprognostic (9.25e-2)"	"prognostic favorable (4.35e-8)"	"unprognostic (3.75e-2)"	"unprognostic (2.37e-1)"	"unprognostic (9.48e-2)"	"unprognostic (7.66e-2)"
WAS	"IMD2, THC, WASP, WASPA"	ENSG00000015285	"WASP actin nucleation promoting factor"	P42768	X	48676596-48691427	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"			"Cancer-related genes, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 58.4;lymphoid tissue: 83.0"	"Cell type enhanced"	"Detected in many"		"B-cells: 86.4;dendritic cells: 66.9;Hofbauer cells: 142.9;Kupffer cells: 133.6;Macrophages: 108.5;monocytes: 203.6;NK-cells: 98.3;T-cells: 98.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"eosinophil: 37.4"	"Group enriched"	"Detected in all"	4	"granulocytes: 37.4;monocytes: 9.5"	"Group enriched"	"Detected in many"	37	"Leukemia: 64.4;lymphoma: 65.1;Myeloma: 43.1"	"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Lung - Neutrophil_2, Skeletal muscle - Macrophages, Stomach - Macrophages"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA002022, CAB004290"	Enhanced		Approved	"Plasma membrane,Cytosol"		NA	NA		600000	"Cluster 52: Eosinophils - Transcription"	"Cluster 2: Immune cells - Immune response"	"Cluster 62: Granulocytes - Innate immune response"	"Cluster 33: Macrophages - Degranulation"	"Plasma membrane"	Cytosol	"CAB004290: AB_628445, HPA002022: AB_1080581"	"unprognostic (1.43e-3)"	"unprognostic (2.09e-3)"	"unprognostic (2.36e-2)"	"prognostic favorable (4.95e-4)"	"unprognostic (9.89e-2)"	"prognostic favorable (3.78e-4)"	"unprognostic (5.12e-3)"	"unprognostic (7.60e-2)"	"unprognostic (1.54e-2)"	"unprognostic (2.86e-1)"	"unprognostic (7.40e-2)"	"unprognostic (3.60e-1)"	"prognostic unfavorable (5.58e-6)"	"unprognostic (2.24e-1)"	"unprognostic (2.37e-2)"	"unprognostic (3.55e-2)"	"unprognostic (1.71e-1)"
XPNPEP2		ENSG00000122121	"X-prolyl aminopeptidase 2"	O43895	X	129738949-129769536	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"		"Aminopeptidase, Hydrolase, Metalloprotease, Protease"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	7	"intestine: 166.6;kidney: 156.0"	"Cell type enriched"	"Detected in some"	9	"Proximal enterocytes: 420.8"	"Cancer enhanced"	"Detected in many"		"liver cancer: 18.3"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	4	"gdT-cell: 4.3;intermediate monocyte: 1.4;MAIT T-cell: 1.2;memory CD4 T-cell: 1.3;memory CD8 T-cell: 2.8;naive CD8 T-cell: 2.0;non-classical monocyte: 2.8;T-reg: 1.4"	"Group enriched"	"Detected in many"	7	"monocytes: 2.8;T-cells: 4.3"	"Cancer enhanced"	"Detected in single"		"Leukemia: 1.0"	"Breast - Macrophages, Heart muscle - Fibroblasts, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Fibroblast_2, Skin - Fibroblast_2"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA000339, CAB025136, CAB025269, HPA064568"	Enhanced		Approved	"Plasma membrane,Cytosol"	"Intracellular and membrane"	NA	NA		13000000	"Cluster 36: GdT-cells - Adaptive immune response"	"Cluster 87: Intestine & Kidney - Transmembrane transport"	"Cluster 59: Fibroblasts - Metabolism"	"Cluster 59: Proximal enterocytes - Transmembrane transport"	"Plasma membrane, Cytosol"		"CAB025136: , CAB025269: , HPA000339: AB_1858894, HPA064568: "	"unprognostic (7.95e-2)"	"unprognostic (5.73e-2)"	"unprognostic (2.56e-1)"	"unprognostic (6.21e-3)"	"unprognostic (3.54e-2)"	"unprognostic (1.54e-1)"	"unprognostic (4.04e-1)"	"unprognostic (3.26e-1)"	"unprognostic (3.01e-1)"	"unprognostic (2.41e-2)"	"unprognostic (3.07e-1)"	"unprognostic (9.28e-3)"	"unprognostic (2.77e-2)"	"unprognostic (6.53e-2)"	"unprognostic (3.18e-2)"	"unprognostic (1.39e-2)"	"unprognostic (3.26e-3)"
XYLT1	"PXYLT1, XT-I"	ENSG00000103489	"Xylosyltransferase 1"	Q86Y38	16	17101769-17470960	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted secreted proteins"		"Glycosyltransferase, Transferase"	"Disease variant, Dwarfism"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enriched"	"Detected in many"	6	"Oligodendrocyte precursor cells: 1144.2"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"non-classical monocyte: 2.0"	"Lineage enriched"	"Detected in single"	4	"monocytes: 2.0"	"Low cancer specificity"	"Detected in many"			"Breast - Adipocytes (Breast)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA007478, HPA007966"	Approved		Approved	"Endoplasmic reticulum,Plasma membrane"	"Secreted to blood"	NA	NA		150000	"Cluster 14: Monocytes - Unknown function"	"Cluster 10: Brain - Neuronal signaling"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 10: Neurons & Oligodendrocytes - Nervous system development"	"Plasma membrane"	"Endoplasmic reticulum"	"HPA007478: AB_1080616, HPA007966: AB_1080618"	"unprognostic (1.82e-1)"	"unprognostic (7.17e-2)"	"unprognostic (1.63e-1)"	"unprognostic (1.38e-2)"	"unprognostic (2.83e-1)"	"unprognostic (9.12e-2)"	"unprognostic (8.13e-2)"	"unprognostic (9.40e-2)"	"unprognostic (2.41e-3)"	"unprognostic (2.82e-2)"	"unprognostic (2.11e-1)"	"unprognostic (1.01e-1)"	"unprognostic (8.66e-3)"	"unprognostic (2.49e-1)"	"unprognostic (1.76e-1)"	"unprognostic (2.95e-1)"	"unprognostic (6.05e-2)"
