Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
SNX32	"FLJ30934, SNX6B"	ENSG00000172803	"Sorting nexin 32"	Q86XE0	11	65833834-65856896	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	12	"brain: 37.8;choroid plexus: 15.0"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 24.7;Excitatory neurons: 47.7;Inhibitory neurons: 33.4;Late spermatids: 14.6;Oligodendrocyte precursor cells: 11.6"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Neuroblastoma: 1.5"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA041775	Uncertain		Uncertain	"Nucleoplasm,Cell Junctions,Focal adhesion sites,Cytosol"		NA	NA			"Cluster 16: MAIT-cells - Unknown function"	"Cluster 65: Brain - Ion transport"	"Cluster 47: Retina - Visual perception"	"Cluster 38: Neurons - Neuronal signaling"	"Cell Junctions, Focal adhesion sites"	"Nucleoplasm, Cytosol"	"HPA041775: AB_10797268"	"unprognostic (6.74e-4)"	"unprognostic (1.06e-1)"	"unprognostic (1.67e-2)"	"unprognostic (4.50e-5)"	"unprognostic (1.00e-1)"	"unprognostic (9.28e-2)"	"unprognostic (7.30e-2)"	"unprognostic (9.17e-3)"	"unprognostic (2.70e-1)"	"unprognostic (2.87e-1)"	"unprognostic (5.08e-2)"	"unprognostic (1.52e-1)"	"unprognostic (3.64e-4)"	"unprognostic (2.14e-1)"	"unprognostic (1.14e-1)"	"unprognostic (9.80e-2)"	"unprognostic (5.36e-2)"
SOX11		ENSG00000176887	"SRY-box transcription factor 11"	P35716	2	5692384-5701385	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"	"Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"brain: 5.0"	"Cell type enhanced"	"Detected in some"		"Breast glandular cells: 6.0;Breast myoepithelial cells: 7.0;Cardiomyocytes: 19.0;Fibroblasts: 13.8;Inhibitory neurons: 8.2;Oligodendrocyte precursor cells: 20.7;Pancreatic endocrine cells: 12.0"	"Cancer enhanced"	"Detected in many"		"glioma: 8.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 44.1"	"Skeletal muscle - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA000448, HPA000536, CAB056152, CAB056153"	Approved		Supported	"Nucleoplasm,Plasma membrane"		NA	NA			"Cluster 42: Non-specific - Transcription"	"Cluster 73: Brain - Neuropeptide signaling"	"Cluster 21: Neuroblastoma - Neuronal signaling"	"Cluster 9: Neurons - Nervous system development"	Nucleoplasm	"Plasma membrane"	"CAB056152: AB_2665567, CAB056153: AB_2665568, HPA000448: , HPA000536: AB_1080060"	"unprognostic (2.17e-2)"	"unprognostic (2.02e-2)"	"unprognostic (1.44e-2)"	"unprognostic (7.35e-6)"	"unprognostic (2.79e-1)"	"unprognostic (1.19e-1)"	"unprognostic (4.04e-8)"	"unprognostic (2.79e-2)"	"unprognostic (7.27e-2)"	"unprognostic (3.17e-1)"	"unprognostic (3.35e-3)"	"unprognostic (2.42e-1)"	"unprognostic (8.45e-8)"	"unprognostic (1.35e-1)"	"unprognostic (1.96e-1)"	"unprognostic (5.50e-3)"	"unprognostic (7.47e-2)"
SPATA12		ENSG00000186451	"Spermatogenesis associated 12"	Q7Z6I5	3	57060664-57075432	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	10	"testis: 20.5"	"Group enriched"	"Detected in some"	181	"Early spermatids: 323.7;Late spermatids: 1292.6"	"Low cancer specificity"	"Detected in single"			"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Late spermatids"									"HPA043323, HPA075578"	Enhanced		Approved	"Nucleoplasm,Plasma membrane,Cytosol"		No	No				"Cluster 78: Testis - Spermatogenesis"	"Cluster 64: Lymphoma - Humoral immune response"	"Cluster 51: Late spermatids - Spermatogenesis"	"Nucleoplasm, Cytosol"	"Plasma membrane"	"HPA043323: AB_10796792, HPA075578: "	"unprognostic (2.31e-1)"	"unprognostic (2.18e-4)"	"unprognostic (3.47e-4)"	"unprognostic (2.21e-2)"	"unprognostic (2.66e-1)"	"unprognostic (8.79e-3)"	"unprognostic (1.69e-3)"	"unprognostic (3.82e-2)"	"unprognostic (1.35e-1)"	"unprognostic (1.29e-1)"	"unprognostic (6.80e-2)"	"unprognostic (1.76e-2)"	"unprognostic (4.71e-3)"	"unprognostic (7.29e-2)"	"unprognostic (1.62e-2)"	"unprognostic (1.14e-1)"	"unprognostic (2.44e-3)"
SPINK13	"HESPINTOR, LiESP6, MGC149260, SPINK5L3"	ENSG00000214510	"Serine peptidase inhibitor Kazal type 13"	Q1W4C9	5	148268180-148286255	"Predicted intracellular proteins, Predicted secreted proteins"		"Protease inhibitor, Serine protease inhibitor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	10	"epididymis: 328.8"	"Group enriched"	"Detected in some"	20	"Basal prostatic cells: 91.8;Leydig cells: 40.6;Peritubular cells: 27.2"	"Cancer enhanced"	"Detected in some"		"renal cancer: 3.9"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	19	"cervical cancer: 194.5"	"Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA036456	Approved		Approved	"Nucleoplasm,Plasma membrane"	"Secreted in male reproductive system"	NA	NA				"Cluster 30: Epididymis - Antimicrobial activity"	"Cluster 40: Non-specific - Enzymes"	"Cluster 70: Basal prostatic cells - Lipid metabolism"	"Plasma membrane"	Nucleoplasm	"HPA036456: AB_10673496"	"unprognostic (5.22e-2)"	"unprognostic (2.03e-1)"		"unprognostic (1.44e-1)"	"unprognostic (2.51e-1)"	"unprognostic (1.22e-1)"	"unprognostic (1.41e-2)"	"unprognostic (6.43e-3)"		"unprognostic (1.25e-3)"	"unprognostic (5.01e-3)"	"unprognostic (1.25e-1)"	"prognostic unfavorable (4.03e-10)"	"unprognostic (4.31e-2)"	"unprognostic (1.72e-1)"	"unprognostic (2.43e-1)"	"unprognostic (2.95e-2)"
SPRED3		ENSG00000188766	"Sprouty related EVH1 domain containing 3"	Q2MJR0	19	38388421-38399587	"Predicted intracellular proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 8.0;pituitary gland: 5.6"	"Cell type enhanced"	"Detected in many"		"Enteroendocrine cells: 11.2;Excitatory neurons: 9.7;Horizontal cells: 7.0;Inhibitory neurons: 10.1"	"Cancer enhanced"	"Detected in many"		"glioma: 3.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA071521			Approved	"Nucleoplasm,Plasma membrane"		NA	NA				"Cluster 26: Pituitary gland - Hormone signaling"	"Cluster 27: TE 441.T - Unknown function"	"Cluster 55: Endocrine cells - Hormone signaling"	"Nucleoplasm, Plasma membrane"		"HPA071521: "	"unprognostic (1.09e-1)"	"unprognostic (1.88e-3)"	"unprognostic (8.71e-3)"	"unprognostic (3.35e-3)"	"unprognostic (3.70e-2)"	"unprognostic (2.00e-3)"	"unprognostic (2.09e-3)"	"unprognostic (7.77e-3)"	"unprognostic (1.49e-1)"	"unprognostic (9.22e-3)"	"unprognostic (1.69e-2)"	"unprognostic (3.09e-2)"	"unprognostic (1.40e-11)"	"unprognostic (6.21e-4)"	"unprognostic (3.67e-1)"	"unprognostic (1.04e-3)"	"unprognostic (8.45e-3)"
SRRM3	FLJ37078	ENSG00000177679	"Serine/arginine repetitive matrix 3"		7	76201896-76287288	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"			"Group enriched"	"Detected in some"	5	"brain: 56.0;retina: 27.2"	"Group enriched"	"Detected in many"	6	"Bipolar cells: 118.7;Cone photoreceptor cells: 232.6;Excitatory neurons: 137.2;Horizontal cells: 222.4;Inhibitory neurons: 141.3;Rod photoreceptor cells: 433.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	5	"Neuroblastoma: 16.6"	"Lung - Fibroblast_2, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA019337			Approved	"Plasma membrane,Intermediate filaments,Microtubules"		NA	NA				"Cluster 69: Cerebellum - Gene expression regulation"	"Cluster 21: Neuroblastoma - Neuronal signaling"	"Cluster 44: Photoreceptor cells - Visual perception"	"Plasma membrane"	"Intermediate filaments, Microtubules"	"HPA019337: AB_1848909"	"unprognostic (1.65e-1)"	"unprognostic (1.96e-1)"	"unprognostic (8.37e-3)"	"unprognostic (4.93e-2)"	"unprognostic (1.81e-1)"	"unprognostic (1.39e-1)"	"unprognostic (8.53e-2)"	"unprognostic (6.51e-2)"	"unprognostic (1.89e-3)"	"unprognostic (1.62e-2)"	"unprognostic (5.07e-3)"	"unprognostic (6.37e-2)"	"unprognostic (3.73e-3)"	"unprognostic (5.05e-1)"	"unprognostic (2.98e-1)"	"unprognostic (1.84e-1)"	"unprognostic (5.15e-2)"
SSTR5		ENSG00000162009	"Somatostatin receptor 5"	P35346	16	1078781-1080142	"FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"heart muscle: 6.9;kidney: 2.9;pituitary gland: 7.3"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in single"		"hypothalamus: 1.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gastric cancer: 8.2"	"Heart muscle - Cardiomyocytes, Pancreas - Beta cells"	"Group enriched"	"Detected in some"	5	"basal ganglia: 4.1;hypothalamus: 2.3"	"Low region specificity"	"Detected in many"			HPA066503			Supported	"Plasma membrane"		NA	NA				"Cluster 44: Heart - Cardiac muscle contraction"	"Cluster 19: Stomach & Colon cancer - Absorption"		"Plasma membrane"		"HPA066503: AB_2685679"		"unprognostic (2.16e-2)"	"unprognostic (7.31e-2)"		"unprognostic (3.69e-2)"	"unprognostic (2.39e-2)"		"unprognostic (2.14e-1)"			"unprognostic (9.89e-3)"	"unprognostic (1.72e-2)"	"unprognostic (1.72e-2)"	"unprognostic (2.06e-1)"	"unprognostic (2.05e-1)"		"unprognostic (4.09e-2)"
ST8SIA5	SIAT8E	ENSG00000101638	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"	O15466	18	46667821-46759257	"Metabolic proteins, Predicted membrane proteins"	"Lipid metabolism"	"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"adrenal gland: 12.2;brain: 17.0;parathyroid gland: 6.2"	"Group enriched"	"Detected in some"	5	"Excitatory neurons: 104.6;Inhibitory neurons: 73.7;Oligodendrocyte precursor cells: 30.8"	"Cancer enriched"	"Detected in single"	8	"glioma: 2.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"skin cancer: 9.5"	"Heart muscle - Cardiomyocytes, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA043813, HPA046771"	Approved		Approved	"Plasma membrane,Midbody"		Yes	NA		24000		"Cluster 6: Brain - Smell perception"	"Cluster 33: Skin cancer - Membrane components"	"Cluster 38: Neurons - Neuronal signaling"	"Plasma membrane, Midbody"		"HPA043813: AB_2678683, HPA046771: AB_2679798"	"unprognostic (3.19e-2)"	"unprognostic (1.16e-1)"	"unprognostic (2.47e-2)"	"unprognostic (1.33e-4)"	"unprognostic (2.99e-2)"	"unprognostic (4.83e-2)"	"unprognostic (1.90e-2)"	"unprognostic (1.39e-2)"	"unprognostic (1.35e-1)"	"unprognostic (1.36e-1)"	"unprognostic (1.57e-2)"	"unprognostic (1.84e-2)"	"unprognostic (6.55e-2)"	"unprognostic (8.85e-2)"	"unprognostic (1.18e-1)"	"unprognostic (1.12e-1)"	"unprognostic (1.79e-2)"
STOML3	"Epb7.2l, SRO"	ENSG00000133115	"Stomatin like 3"	Q8TAV4	13	38965925-38990859	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	7	"fallopian tube: 34.9"	"Group enriched"	"Detected in some"	8	"Endometrial ciliated cells: 80.6;Respiratory ciliated cells: 69.4"	"Group enriched"	"Detected in some"	4	"endometrial cancer: 2.4;lung cancer: 0.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Respiratory ciliated cells"	"Region enriched"	"Detected in many"	6	"olfactory bulb: 23.6"					"HPA012892, HPA071011"	Enhanced		Supported	"Plasma membrane"		NA	NA				"Cluster 42: Ciliated cells - Cilium & Cell projection"	"Cluster 42: Sarcoma - Muscle contraction"	"Cluster 56: Ciliated cells - Cilium assembly"	"Plasma membrane"		"HPA012892: AB_1857610, HPA071011: AB_2732169"		"unprognostic (2.64e-1)"	"unprognostic (1.91e-2)"	"prognostic favorable (1.49e-4)"	"unprognostic (1.82e-1)"	"unprognostic (1.17e-1)"		"unprognostic (4.24e-2)"	"unprognostic (1.19e-1)"	"unprognostic (2.14e-1)"	"unprognostic (2.14e-1)"	"unprognostic (1.07e-2)"	"unprognostic (1.35e-2)"	"unprognostic (3.07e-2)"	"unprognostic (1.74e-1)"		"unprognostic (1.22e-1)"
TDO2	"TDO, TPH2"	ENSG00000151790	"Tryptophan 2,3-dioxygenase"	P48775	4	155854738-155920406	"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Tryptophan catabolism"	"Dioxygenase, Oxidoreductase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	47	"liver: 797.8"	"Cell type enriched"	"Detected in some"	8	"Hepatocytes: 1549.6"	"Cancer enriched"	"Detected in many"	18	"liver cancer: 35.7"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"				"Group enriched"	"Detected in some"	7	"cerebellum: 6.3;hippocampal formation: 5.3;white matter: 1.9"	"Low region specificity"	"Detected in all"			HPA039611	Uncertain		Approved	"Plasma membrane,Cytosol"		NA	NA				"Cluster 60: Liver - Hemostasis & Lipid metabolism"	"Cluster 61: Liver - Metabolism"	"Cluster 13: Hepatocytes - Oxidoreductase activity"	"Plasma membrane, Cytosol"		"HPA039611: "	"unprognostic (1.10e-1)"	"unprognostic (3.00e-3)"	"unprognostic (3.84e-2)"	"unprognostic (1.95e-1)"	"unprognostic (7.06e-2)"	"unprognostic (3.50e-1)"	"unprognostic (1.18e-1)"	"unprognostic (1.03e-1)"	"unprognostic (1.00e-1)"	"unprognostic (2.13e-2)"	"unprognostic (1.42e-1)"	"unprognostic (1.01e-1)"	"unprognostic (4.68e-8)"	"unprognostic (7.99e-2)"	"unprognostic (9.29e-3)"	"unprognostic (1.28e-1)"	"unprognostic (1.95e-2)"
TEDC2	"C16orf59, FLJ13909"	ENSG00000162062	"Tubulin epsilon and delta complex 2"	Q7L2K0	16	2460086-2464963	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 4.0;testis: 5.0"	"Cell type enhanced"	"Detected in many"		"Cytotrophoblasts: 13.7;Extravillous trophoblasts: 13.1;Spermatogonia: 37.3;Undifferentiated cells: 12.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Lung - Mitotic cells (Lung), Stomach - Mitotic cells (Stomach)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA051394, HPA055389"	Approved		Approved	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 3: Plasmacytoid DCs - Unknown function"	"Cluster 75: Bone marrow - mRNA splicing & Cell cycle"	"Cluster 17: RS4;11 - Unknown function"	"Cluster 43: Non-specific - Cell proliferation"	"Nucleoplasm, Cell Junctions"		"HPA051394: AB_2681465, HPA055389: AB_2732595"	"unprognostic (3.23e-1)"	"unprognostic (1.03e-2)"	"unprognostic (2.14e-2)"	"unprognostic (7.46e-3)"	"unprognostic (1.27e-1)"	"unprognostic (1.38e-3)"	"prognostic unfavorable (2.43e-5)"	"prognostic unfavorable (7.58e-4)"	"unprognostic (4.04e-3)"	"unprognostic (8.85e-2)"	"unprognostic (3.74e-2)"	"unprognostic (3.72e-2)"	"unprognostic (1.16e-4)"	"unprognostic (1.28e-3)"	"unprognostic (1.56e-1)"	"unprognostic (1.24e-2)"	"unprognostic (1.03e-1)"
TEKT3	FLJ32828	ENSG00000125409	"Tektin 3"	Q9BXF9	17	15303811-15341632	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	6	"testis: 31.0"	"Group enriched"	"Detected in some"	18	"Early spermatids: 383.0;Late spermatids: 439.1"	"Low cancer specificity"	"Detected in single"			"Low region specificity"	"Detected in some"			"Immune cell enhanced"	"Detected in single"		"basophil: 1.7"	"Lineage enriched"	"Detected in single"	5	"granulocytes: 1.7"	"Cancer enriched"	"Detected in single"	6	"testis cancer: 2.8"	"Lung - Respiratory ciliated cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA027293, HPA044354, HPA073565"	Enhanced		Approved	"Nucleoplasm,Plasma membrane"		NA	NA			"Cluster 11: Basophils - Unknown function"	"Cluster 78: Testis - Spermatogenesis"	"Cluster 62: Granulocytes - Innate immune response"	"Cluster 36: Spermatids - Spermatogenesis"	"Plasma membrane"	Nucleoplasm	"HPA027293: , HPA044354: AB_10962623, HPA073565: "	"unprognostic (1.85e-1)"	"unprognostic (6.64e-3)"	"unprognostic (9.73e-2)"	"unprognostic (5.38e-4)"	"unprognostic (4.59e-2)"	"unprognostic (3.09e-2)"	"unprognostic (9.07e-2)"	"unprognostic (8.63e-3)"	"unprognostic (4.91e-2)"	"unprognostic (1.23e-1)"	"unprognostic (9.67e-4)"	"unprognostic (1.29e-1)"	"unprognostic (1.09e-4)"	"unprognostic (1.69e-2)"	"unprognostic (3.00e-1)"	"unprognostic (2.90e-3)"	"unprognostic (7.85e-2)"
TERB1	"CCDC79, FLJ35894"	ENSG00000249961	"Telomere repeat binding bouquet formation protein 1"	Q8NA31	16	66754640-66801620	"Predicted intracellular proteins"	Meiosis		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	8	"testis: 12.6"	"Cell type enriched"	"Detected in some"	4	"Spermatocytes: 123.1"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in some"		"basophil: 1.9"	"Low lineage specificity"	"Detected in many"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Spermatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA079436			Supported	"Nucleoplasm,Cell Junctions,Cytosol"		NA	NA			"Cluster 6: Non-specific - Transcription"	"Cluster 78: Testis - Spermatogenesis"	"Cluster 56: Neurons - Neuronal signaling"	"Cluster 76: Spermatocytes & Spermatogonia - Spermatogenesis"	Nucleoplasm	"Cell Junctions, Cytosol"	"HPA079436: "	"unprognostic (2.15e-1)"	"unprognostic (9.15e-2)"	"unprognostic (1.30e-1)"	"unprognostic (2.29e-1)"	"unprognostic (3.91e-2)"	"unprognostic (9.75e-2)"	"unprognostic (5.79e-2)"	"unprognostic (1.03e-1)"	"unprognostic (7.57e-5)"	"unprognostic (6.49e-2)"	"unprognostic (3.23e-3)"	"unprognostic (2.88e-2)"	"unprognostic (6.81e-6)"	"unprognostic (1.66e-1)"	"unprognostic (2.56e-1)"	"unprognostic (2.34e-1)"	"unprognostic (6.14e-3)"
TEX14	CT113	ENSG00000121101	"Testis expressed 14, intercellular bridge forming factor"	Q8IWB6	17	58556678-58692055	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"	"Cell cycle, Cell division, Mitosis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	15	"testis: 27.0"	"Group enriched"	"Detected in many"	4	"Early spermatids: 26.6;Spermatocytes: 54.4;Spermatogonia: 13.9"	"Cancer enhanced"	"Detected in some"		"breast cancer: 0.9"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Myeloma: 1.9;Uterine cancer: 2.2"	"Prostate - Prostate glandular cells, Testis - Spermatocytes"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"HPA030620, HPA077020"	Enhanced		Approved	"Vesicles,Plasma membrane,Cytosol"		NA	NA				"Cluster 78: Testis - Spermatogenesis"	"Cluster 7: Neuronal cell lines - Stereocilium"	"Cluster 31: Spermatocytes - Spermatogenesis"	Cytosol	"Vesicles, Plasma membrane"	"HPA030620: AB_10601598, HPA077020: AB_2732327"	"unprognostic (1.21e-2)"	"unprognostic (2.12e-1)"	"unprognostic (2.06e-1)"	"unprognostic (9.49e-2)"	"unprognostic (2.48e-1)"	"unprognostic (1.23e-2)"	"unprognostic (1.10e-1)"	"unprognostic (6.17e-2)"	"unprognostic (2.07e-2)"	"unprognostic (1.61e-3)"	"unprognostic (2.67e-2)"	"unprognostic (8.10e-2)"	"unprognostic (1.76e-9)"	"unprognostic (1.77e-1)"	"unprognostic (2.54e-1)"	"unprognostic (5.00e-3)"	"unprognostic (5.88e-2)"
