"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q9GZV3","SUBCELLULAR LOCATION: Presynaptic cell membrane {ECO:0000269|PubMed:11027560, ECO:0000269|PubMed:12969261, ECO:0000269|PubMed:27569547}; Multi-pass membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:Q8BGY9}. Early endosome membrane {ECO:0000269|PubMed:12969261, ECO:0000269|PubMed:15953352}; Multi-pass membrane protein {ECO:0000305}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000269|PubMed:12969261}; Multi-pass membrane protein {ECO:0000305}. Note=Localized at the neuromuscular junction (PubMed:27569547). Localization at the plasma membrane is transient due to the rapid endocytosis of SLC5A7/CHT1 via the clathrin-mediated pathway, where it localizes to early endosomes (PubMed:12969261, PubMed:15953352). Also localized to synaptic vesicles where it is likely mobilized to the cell surface by exocytosis (PubMed:12969261). {ECO:0000269|PubMed:12969261, ECO:0000269|PubMed:15953352, ECO:0000269|PubMed:27569547}.",NA,"TOPO_DOM 1..6; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 28..48; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 70..81; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 103..125; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 147..164; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 186..191; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 213..237; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 259..274; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 296..317; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 339..376; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 398..406; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 428..435; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 457..481; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 503..580; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 7..27; /note=Helical; /evidence=ECO:0000255; TRANSMEM 49..69; /note=Helical; /evidence=ECO:0000255; TRANSMEM 82..102; /note=Helical; /evidence=ECO:0000255; TRANSMEM 126..146; /note=Helical; /evidence=ECO:0000255; TRANSMEM 165..185; /note=Helical; /evidence=ECO:0000255; TRANSMEM 192..212; /note=Helical; /evidence=ECO:0000255; TRANSMEM 238..258; /note=Helical; /evidence=ECO:0000255; TRANSMEM 275..295; /note=Helical; /evidence=ECO:0000255; TRANSMEM 318..338; /note=Helical; /evidence=ECO:0000255; TRANSMEM 377..397; /note=Helical; /evidence=ECO:0000255; TRANSMEM 407..427; /note=Helical; /evidence=ECO:0000255; TRANSMEM 436..456; /note=Helical; /evidence=ECO:0000255; TRANSMEM 482..502; /note=Helical; /evidence=ECO:0000255"
"P31641","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31345061, ECO:0000269|PubMed:31903486}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..49; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 143..217; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 564..620; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 50..70; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 78..97; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 122..142; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 218..236; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 245..262; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 298..315; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 327..348; /note=Helical; Name=7; /evidence=ECO:0000255; TRANSMEM 381..400; /note=Helical; Name=8; /evidence=ECO:0000255; TRANSMEM 430..448; /note=Helical; Name=9; /evidence=ECO:0000255; TRANSMEM 465..485; /note=Helical; Name=10; /evidence=ECO:0000255; TRANSMEM 506..525; /note=Helical; Name=11; /evidence=ECO:0000255; TRANSMEM 545..563; /note=Helical; Name=12; /evidence=ECO:0000255"
"P52569","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9174363}; Multi-pass membrane protein {ECO:0000269|PubMed:9174363}.",NA,"TOPO_DOM 1..37; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 60..63; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 85..104; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 126..163; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 185..192; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 214..248; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 270..289; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 310..339; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 361..386; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 408..410; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 432..490; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 512..524; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 550..557; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 579..582; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 604..658; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 38..59; /note=Helical; /evidence=ECO:0000255; TRANSMEM 64..84; /note=Helical; /evidence=ECO:0000255; TRANSMEM 105..125; /note=Helical; /evidence=ECO:0000255; TRANSMEM 164..184; /note=Helical; /evidence=ECO:0000255; TRANSMEM 193..213; /note=Helical; /evidence=ECO:0000255; TRANSMEM 249..269; /note=Helical; /evidence=ECO:0000255; TRANSMEM 290..309; /note=Helical; /evidence=ECO:0000255; TRANSMEM 340..360; /note=Helical; /evidence=ECO:0000255; TRANSMEM 387..407; /note=Helical; /evidence=ECO:0000255; TRANSMEM 411..431; /note=Helical; /evidence=ECO:0000255; TRANSMEM 491..511; /note=Helical; /evidence=ECO:0000255; TRANSMEM 525..549; /note=Helical; /evidence=ECO:0000255; TRANSMEM 558..578; /note=Helical; /evidence=ECO:0000255; TRANSMEM 583..603; /note=Helical; /evidence=ECO:0000255"
"Q9UBY0","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:8772498}; Multi-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 80..100; /note=Helical; /evidence=ECO:0000255; TRANSMEM 107..127; /note=Helical; /evidence=ECO:0000255; TRANSMEM 138..158; /note=Helical; /evidence=ECO:0000255; TRANSMEM 169..189; /note=Helical; /evidence=ECO:0000255; TRANSMEM 209..229; /note=Helical; /evidence=ECO:0000255; TRANSMEM 237..257; /note=Helical; /evidence=ECO:0000255; TRANSMEM 278..298; /note=Helical; /evidence=ECO:0000255; TRANSMEM 308..328; /note=Helical; /evidence=ECO:0000255; TRANSMEM 361..381; /note=Helical; /evidence=ECO:0000255; TRANSMEM 392..412; /note=Helical; /evidence=ECO:0000255; TRANSMEM 430..450; /note=Helical; /evidence=ECO:0000255; TRANSMEM 459..479; /note=Helical; /evidence=ECO:0000255"
"Q86UD5","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18000046, ECO:0000269|PubMed:36177733}; Multi-pass membrane protein {ECO:0000250|UniProtKB:A0A6P3HVI0}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q5BKR2}; Multi-pass membrane protein {ECO:0000250|UniProtKB:A0A6P3HVI0}. Endosome membrane {ECO:0000250|UniProtKB:Q5BKR2}; Multi-pass membrane protein {ECO:0000250|UniProtKB:A0A6P3HVI0}. Recycling endosome membrane {ECO:0000250|UniProtKB:Q5BKR2}; Multi-pass membrane protein {ECO:0000250|UniProtKB:A0A6P3HVI0}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:Q5BKR2}; Multi-pass membrane protein {ECO:0000250|UniProtKB:A0A6P3HVI0}. Cell projection, cilium, flagellum membrane {ECO:0000250|UniProtKB:Q5BKR2}; Multi-pass membrane protein {ECO:0000250|UniProtKB:A0A6P3HVI0}. Basolateral cell membrane {ECO:0000250|UniProtKB:Q5BKR2}; Multi-pass membrane protein {ECO:0000250|UniProtKB:A0A6P3HVI0}. Apical cell membrane {ECO:0000250|UniProtKB:Q5BKR2}; Multi-pass membrane protein {ECO:0000250|UniProtKB:A0A6P3HVI0}. Note=Strong colocalization with LAMP1 and TCIRG1 in osteoclasts. In beta-cells colocalizes with RAB4A and SYP. Localizes to the basolateral membrane of polarized osteoclasts. {ECO:0000250|UniProtKB:Q5BKR2}.",NA,"TOPO_DOM 1..86; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 105..113; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 134..144; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 162..171; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 190..200; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 228..233; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 243..270; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 291..300; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 325..339; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 358..361; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 374..390; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 412..417; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 441..461; /note=Cytoplasmic; /evidence=ECO:0000305; TOPO_DOM 474..486; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 510..537; /note=Cytoplasmic; /evidence=ECO:0000305","TRANSMEM 87..104; /note=Helical; Name=1; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 114..133; /note=Helical; Name=2; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 145..161; /note=Helical; Name=3; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 172..189; /note=Helical; Name=4; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 201..227; /note=Helical; Name=5; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 234..242; /note=Helical; Name=6; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 271..290; /note=Helical; Name=7; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 301..324; /note=Helical; Name=8; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 340..357; /note=Helical; Name=9; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 362..373; /note=Helical; Name=10; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 391..411; /note=Helical; Name=11; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 418..440; /note=Helical; Name=12; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 462..473; /note=Helical; Name=13; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0; TRANSMEM 487..509; /note=Helical; Name=14; /evidence=ECO:0000250|UniProtKB:A0A6P3HVI0"
"Q96BD0","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:30343886}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..103; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 125..143; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 165..170; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 196..222; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 254..272; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 294..307; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 333..378; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 401..420; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 445..448; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 472..580; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 604..612; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 639..671; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 690..722; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 104..124; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 144..164; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 171..195; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 223..253; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 273..293; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 308..332; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 379..400; /note=Helical; Name=7; /evidence=ECO:0000255; TRANSMEM 421..444; /note=Helical; Name=8; /evidence=ECO:0000255; TRANSMEM 449..471; /note=Helical; Name=9; /evidence=ECO:0000255; TRANSMEM 581..603; /note=Helical; Name=10; /evidence=ECO:0000255; TRANSMEM 613..638; /note=Helical; Name=11; /evidence=ECO:0000255; TRANSMEM 672..689; /note=Helical; Name=12; /evidence=ECO:0000255"
"O75094","SUBCELLULAR LOCATION: Secreted {ECO:0000250}.",NA,NA,NA
"Q8IY92","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19596235, ECO:0000269|PubMed:19596236}. Note=Localizes to sites of DNA damage.",NA,NA,NA
"Q0VAQ4","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15021913}; Single-pass type III membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:15986429}; Single-pass type III membrane protein {ECO:0000255}. Note=Predominantly on lateral parts of the membrane, at cell-cell epithelial junctions (PubMed:15021913). Detected on cytoplasmic membranes in undifferentiated tumors (PubMed:15986429). {ECO:0000269|PubMed:15021913, ECO:0000269|PubMed:15986429}.",NA,"TOPO_DOM 1..36; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 58..97; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 37..57; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"O60906","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O70572}; Multi-pass membrane protein {ECO:0000255}.",NA,NA,"TRANSMEM 330..350; /note=Helical; /evidence=ECO:0000255; TRANSMEM 354..374; /note=Helical; /evidence=ECO:0000255"
"Q9NRH2","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.",NA,NA,NA
"Q86XE0",NA,NA,NA,NA
"Q9UNH6","SUBCELLULAR LOCATION: Early endosome membrane {ECO:0000269|PubMed:32513819}; Peripheral membrane protein {ECO:0000250|UniProtKB:O95219}; Cytoplasmic side {ECO:0000250|UniProtKB:O95219}.",NA,NA,NA
"P12931","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:7525268}; Lipid-anchor {ECO:0000269|PubMed:22801373}. Mitochondrion inner membrane {ECO:0000269|PubMed:12615910}. Nucleus {ECO:0000269|PubMed:7853507}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:7525268}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:19307596}. Cell junction, focal adhesion {ECO:0000269|PubMed:22801373}. Cell junction {ECO:0000269|PubMed:22294297}. Note=Localizes to focal adhesion sites following integrin engagement (PubMed:22801373). Localization to focal adhesion sites requires myristoylation and the SH3 domain (PubMed:7525268). Colocalizes with PDLIM4 at the perinuclear region, but not at focal adhesions (PubMed:19307596). {ECO:0000269|PubMed:19307596, ECO:0000269|PubMed:22801373, ECO:0000269|PubMed:7525268}.",NA,NA,NA
"Q9C0H9","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9QXY2}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9QXY2}. Cell projection, axon {ECO:0000250|UniProtKB:Q9QXY2}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q9QXY2}. Presynapse {ECO:0000250|UniProtKB:Q9QXY2}. Postsynapse {ECO:0000250|UniProtKB:Q9QXY2}. Postsynaptic density {ECO:0000250|UniProtKB:Q9QXY2}. Note=Localized to the perinuclear region, lamellopodia, cortical actin and actin stress fibers but not to focal adhesions. Strongly expressed in axons and dendrites of the CA1 and CA3 hippocampal regions and of the dentate gyrus. Detected in both presynapses and postsynapses and enriched in postsynaptic density fractions. {ECO:0000250|UniProtKB:Q9QXY2}.",NA,NA,NA
"Q9Y2D8","SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000250}. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000269|PubMed:23816619, ECO:0000269|PubMed:24356449}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:24356449}. Note=Not found at cell-matrix AJs. {ECO:0000250}.",NA,NA,NA
"Q9ULP9","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:20727515}; Peripheral membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:20727515}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q9VIH7}. Presynapse {ECO:0000269|PubMed:31257402}. Note=Mainly cytoplasmic with partial expression at the plasma membrane (PubMed:20727515). Associates with certain types of membrane phosphoinositides, preferentially those phosphorylated at the D5 position of the inositol ring such as phosphatidylinositol 4,5-bisphosphate (PIP2) and phosphatidylinositol 3,4,5-trisphosphate (PIP3) (By similarity). {ECO:0000250|UniProtKB:Q9VIH7, ECO:0000269|PubMed:20727515}.",NA,NA,NA
"Q9Y4C2","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25559186}. Note=Colocalizes with TRPM8 on the plasma membrane. {ECO:0000269|PubMed:25559186}.",NA,NA,NA
"A6NFQ2","SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000269|PubMed:25559186}. Note=Colocalizes with TRPM8 on the plasma membrane. {ECO:0000269|PubMed:25559186}.",NA,NA,NA
"Q7L2K0","SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000250|UniProtKB:Q6GQV0}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q6GQV0}.",NA,NA,NA
"Q8NA31","SUBCELLULAR LOCATION: Chromosome, telomere {ECO:0000250|UniProtKB:Q8C0V1}. Nucleus inner membrane {ECO:0000250|UniProtKB:Q8C0V1}. Note=Localizes to telomeres during meiotic prophase. In leptotene spermatocytes, localizes to telomeres that localize to the nucleus inner membrane. {ECO:0000250|UniProtKB:Q8C0V1}.",NA,NA,NA
"Q9UGI8","SUBCELLULAR LOCATION: Cytoplasm. Cell junction, focal adhesion. Note=Detected along actin stress fibers.",NA,NA,NA
"Q13009","SUBCELLULAR LOCATION: Cell junction. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Note=Detected at the boundary between cells with actin-rich protrusions (By similarity). Presence of KRIT1, CDH5 and RAP1B is required for its localization to the cell junction. {ECO:0000250}.",NA,NA,NA
"Q07157","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:7798316}; Peripheral membrane protein {ECO:0000269|PubMed:7798316}; Cytoplasmic side {ECO:0000269|PubMed:7798316}. Cell junction, tight junction {ECO:0000269|PubMed:7798316}. Cell junction {ECO:0000269|PubMed:28169360}. Cell junction, gap junction. Cell projection, podosome {ECO:0000269|PubMed:20930113}. Note=Moves from the cytoplasm to the cell membrane concurrently with cell-cell contact (PubMed:7798316). Forms a condensed tight junction-linked belt of protein during junction formation which becomes anchored to the apical cell membrane via interaction with PATJ (By similarity). At podosomal sites, is predominantly localized in the ring structure surrounding the actin core (PubMed:20930113). Colocalizes with SPEF1 at sites of cell-cell contact in intestinal epithelial cells (PubMed:31473225). {ECO:0000250|UniProtKB:O97758, ECO:0000269|PubMed:20930113, ECO:0000269|PubMed:31473225, ECO:0000269|PubMed:7798316}.",NA,NA,NA
"Q9UDY2","SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000250|UniProtKB:Q9Z0U1}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cell junction, tight junction {ECO:0000250|UniProtKB:Q9Z0U1}. Nucleus {ECO:0000250}. Note=Also nuclear under environmental stress conditions and in migratory endothelial cells and subconfluent epithelial cell cultures. Localizes to tight junctions during initial stages of their formation (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:Q95168}.",NA,NA,NA
"O95049","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21411630}; Peripheral membrane protein {ECO:0000269|PubMed:21411630}; Cytoplasmic side {ECO:0000269|PubMed:21411630}. Cell junction, tight junction {ECO:0000269|PubMed:21411630, ECO:0000269|PubMed:23608536}. Nucleus {ECO:0000269|PubMed:23608536}. Note=Exhibits predominant nuclear expression in proliferating cells but is exclusively junctionally expressed after confluence is reached (PubMed:23608536). Shows an epithelial-specific tight junction localization in a TJP1/TJP2-dependent fashion (By similarity). {ECO:0000250|UniProtKB:Q9QXY1, ECO:0000269|PubMed:23608536}.",NA,NA,NA
"O14894","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:30956113}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:30956113}; Multi-pass membrane protein {ECO:0000255}. Note=Localization to cell membrane increases during conditions of arginine depletion and translocation to lysosome membrane seen upon arginine repletion. {ECO:0000269|PubMed:30956113}.",NA,"TOPO_DOM 1..9; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 31..46; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 68..90; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 112..157; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 179..197; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 10..30; /note=Helical; /evidence=ECO:0000255; TRANSMEM 47..67; /note=Helical; /evidence=ECO:0000255; TRANSMEM 91..111; /note=Helical; /evidence=ECO:0000255; TRANSMEM 158..178; /note=Helical; /evidence=ECO:0000255"
"Q96I45","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 32..52; /note=Helical; /evidence=ECO:0000255; TRANSMEM 58..78; /note=Helical; /evidence=ECO:0000255"
"Q5U3C3","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 40..60; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255; TRANSMEM 116..136; /note=Helical; /evidence=ECO:0000255; TRANSMEM 142..162; /note=Helical; /evidence=ECO:0000255; TRANSMEM 172..192; /note=Helical; /evidence=ECO:0000255; TRANSMEM 210..230; /note=Helical; /evidence=ECO:0000255; TRANSMEM 262..282; /note=Helical; /evidence=ECO:0000255"
"Q8IXX5","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 300..320; /note=Helical; /evidence=ECO:0000255"
"Q96B77","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:32320651, ECO:0000305|PubMed:32275929}; Multi-pass membrane protein {ECO:0000305}.",NA,"TOPO_DOM 1..79; /note=Mitochondrial matrix; /evidence=ECO:0000305; TOPO_DOM 101..102; /note=Mitochondrial intermembrane; /evidence=ECO:0000305; TOPO_DOM 124..213; /note=Mitochondrial matrix; /evidence=ECO:0000305","TRANSMEM 80..100; /note=Helical; /evidence=ECO:0000255; TRANSMEM 103..123; /note=Helical; /evidence=ECO:0000255"
"Q9H0R3","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell projection, dendrite {ECO:0000269|PubMed:33824500}.",NA,"TOPO_DOM 1..55; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 77..164; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 186; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 208; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 56..76; /note=Helical; /evidence=ECO:0000255; TRANSMEM 165..185; /note=Helical; /evidence=ECO:0000255; TRANSMEM 187..207; /note=Helical; /evidence=ECO:0000255"
"Q8N6I4","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:33252156, ECO:0000269|PubMed:36074821, ECO:0000269|PubMed:36096887}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalizes with GNPTAB and GNPTG in Golgi apparatus cisternae. {ECO:0000269|PubMed:36074821}.",NA,NA,"TRANSMEM 40..60; /note=Helical; /evidence=ECO:0000255; TRANSMEM 98..118; /note=Helical; /evidence=ECO:0000255"
"Q13470","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10873601}. Membrane {ECO:0000269|PubMed:10873601}; Peripheral membrane protein {ECO:0000269|PubMed:10873601}.",NA,NA,NA
"Q13625","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region. Nucleus. Note=Predominantly found in the perinuclear region. Some small fraction is nuclear. Sequester in the cytoplasm on overexpression of DDX42.",NA,NA,NA
"O15350","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24314664}. Cytoplasm. Note=Accumulates in the nucleus in response to DNA damage.",NA,NA,NA
"Q16890",NA,NA,NA,NA
"O00635","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q5SZ99}.",NA,NA,NA
"Q9UJA5","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P41814}.",NA,NA,NA
"Q12816",NA,NA,NA,NA
"O43657","SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..19; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 41..59; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 81..93; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 115..208; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 230..245; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 20..40; /note=Helical; /evidence=ECO:0000255; TRANSMEM 60..80; /note=Helical; /evidence=ECO:0000255; TRANSMEM 94..114; /note=Helical; /evidence=ECO:0000255; TRANSMEM 209..229; /note=Helical; /evidence=ECO:0000255"
"Q6SA08","SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:Q9D411}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q9D411}. Note=In spermatozoa, present in the sperm head and in the flagellum. {ECO:0000250|UniProtKB:Q9D411}.",NA,NA,NA
"Q8TB05",NA,NA,NA,NA
"P50552","SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton. Cell junction, focal adhesion. Cell junction, tight junction {ECO:0000250}. Cell projection, lamellipodium membrane. Cell projection, filopodium membrane. Note=Targeted to stress fibers and focal adhesions through interaction with a number of proteins including MRL family members. Localizes to the plasma membrane in protruding lamellipodia and filopodial tips. Stimulation by thrombin or PMA, also translocates VASP to focal adhesions. Localized along the sides of actin filaments throughout the peripheral cytoplasm under basal conditions. In pre-apoptotic cells, colocalizes with MEFV in large specks (pyroptosomes).",NA,NA,NA
