Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
SLC16A9	"C10orf36, FLJ43803, MCT9"	ENSG00000165449	"Solute carrier family 16 member 9"	Q7RTY1	10	59650764-59736002	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Symport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"adrenal gland: 151.3;kidney: 191.1"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 81.3;Distal enterocytes: 48.7;Proximal tubular cells: 177.8;Theca cells: 70.6"	"Cancer enhanced"	"Detected in many"		"renal cancer: 21.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Leydig cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA049286	Approved		Approved	"Nucleoplasm,Cell Junctions"		NA	NA				"Cluster 7: Kidney - Transmembrane transport"	"Cluster 32: Myeloid leukemia - Oxygen transport"	"Cluster 60: Proximal tubular cells - Absorption"	Nucleoplasm	"Cell Junctions"	"HPA049286: AB_2680699"	"unprognostic (3.39e-2)"	"unprognostic (6.91e-2)"	"unprognostic (1.30e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.60e-3)"	"unprognostic (1.76e-2)"	"unprognostic (5.96e-2)"	"unprognostic (3.50e-3)"	"unprognostic (5.01e-2)"	"unprognostic (2.11e-3)"	"unprognostic (5.99e-2)"	"unprognostic (4.60e-2)"	"prognostic favorable (2.56e-6)"	"unprognostic (7.57e-3)"	"unprognostic (1.27e-2)"	"unprognostic (3.72e-1)"	"unprognostic (1.94e-1)"
SLC23A3	"FLJ31168, SVCT3, Yspl1"	ENSG00000213901	"Solute carrier family 23 member 3"	Q6PIS1	2	219161465-219170095	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Group enriched"	"Detected in many"	8	"intestine: 18.4;kidney: 45.6"	"Group enriched"	"Detected in many"	6	"Proximal enterocytes: 51.1;Proximal tubular cells: 12.9"	"Cancer enriched"	"Detected in some"	9	"renal cancer: 5.5"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Kidney - Proximal tubular cells"	"Region enhanced"	"Detected in single"		"cerebral cortex: 1.3"	"Not detected"	"Not detected"			HPA019059			Approved	"Nucleoplasm,Cell Junctions"		NA	NA				"Cluster 87: Intestine & Kidney - Transmembrane transport"	"Cluster 19: Stomach & Colon cancer - Absorption"	"Cluster 59: Proximal enterocytes - Transmembrane transport"	Nucleoplasm	"Cell Junctions"	"HPA019059: AB_1857017"	"unprognostic (2.49e-2)"	"unprognostic (6.65e-2)"	"unprognostic (2.05e-4)"	"unprognostic (6.97e-2)"	"unprognostic (8.41e-2)"	"unprognostic (1.22e-2)"	"unprognostic (9.07e-2)"	"unprognostic (1.93e-1)"	"unprognostic (4.01e-2)"	"unprognostic (4.35e-2)"	"unprognostic (3.10e-1)"	"unprognostic (6.12e-4)"	"unprognostic (9.42e-2)"	"unprognostic (6.48e-2)"	"unprognostic (2.41e-2)"	"unprognostic (3.34e-1)"	"unprognostic (6.52e-5)"
SLC26A9		ENSG00000174502	"Solute carrier family 26 member 9"	Q7LBE3	1	205913048-205943460	"Metabolic proteins, Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	7	"salivary gland: 72.4;stomach 1: 33.9"	"Group enriched"	"Detected in some"	5	"Alveolar cells type 2: 34.5;Cardiomyocytes: 33.6;Gastric mucus-secreting cells: 25.6;Proximal tubular cells: 24.2"	"Cancer enhanced"	"Detected in many"		"pancreatic cancer: 9.3"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bile duct cancer: 3.4;pancreatic cancer: 3.6"	"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Lung - Alveolar cells type 2, Skeletal muscle - Skeletal myocytes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA051485	Enhanced		Approved	"Cell Junctions"		NA	NA				"Cluster 24: Salivary gland - Salivary secretion"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 60: Proximal tubular cells - Absorption"	"Cell Junctions"		"HPA051485: AB_2681503"	"unprognostic (1.55e-2)"	"unprognostic (2.70e-2)"	"unprognostic (8.77e-2)"	"unprognostic (3.14e-1)"	"unprognostic (1.83e-2)"	"prognostic favorable (8.55e-5)"	"unprognostic (1.26e-1)"	"unprognostic (1.68e-1)"	"unprognostic (3.49e-1)"	"unprognostic (8.07e-2)"	"unprognostic (8.85e-2)"	"unprognostic (3.41e-1)"	"unprognostic (2.43e-1)"	"unprognostic (2.19e-1)"	"unprognostic (1.05e-1)"	"unprognostic (7.45e-3)"	"unprognostic (2.01e-1)"
SLC2A11	"GLUT10, GLUT11"	ENSG00000133460	"Solute carrier family 2 member 11"	Q9BYW1	22	23856703-23886309	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Sugar transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Group enriched"	"Detected in many"	4	"Cone photoreceptor cells: 184.4;Rod photoreceptor cells: 213.1"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes"					"Low region specificity"	"Detected in all"			"HPA042960, HPA071184"	Uncertain		Uncertain	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 52: Eosinophils - Transcription"	"Cluster 77: Retina - Visual perception"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 44: Photoreceptor cells - Visual perception"	"Cell Junctions"	Nucleoplasm	"HPA042960: AB_2678241, HPA071184: AB_2686355"	"unprognostic (1.31e-1)"	"unprognostic (1.14e-1)"	"unprognostic (3.69e-2)"	"unprognostic (6.97e-2)"	"unprognostic (7.93e-2)"	"unprognostic (1.32e-1)"	"unprognostic (4.24e-2)"	"unprognostic (1.60e-3)"	"unprognostic (3.53e-1)"	"unprognostic (4.89e-2)"	"prognostic favorable (3.83e-4)"	"unprognostic (2.32e-1)"	"prognostic favorable (5.77e-7)"	"unprognostic (1.25e-1)"	"unprognostic (1.70e-1)"	"unprognostic (3.85e-1)"	"unprognostic (6.29e-2)"
SLC2A12	"GLUT12, GLUT8"	ENSG00000146411	"Solute carrier family 2 member 12"	Q8TD20	6	133987581-134052624	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Sugar transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 87.3"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 24.0;Prostatic glandular cells: 70.2;Syncytiotrophoblasts: 40.9"	"Cancer enriched"	"Detected in many"	6	"prostate cancer: 18.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 21.7"	"Adipose subcutaneous - Smooth muscle cells, Breast - Breast myoepithelial cells, Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Stomach - Parietal cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA031593, HPA031594"	Approved		Supported	"Plasma membrane,Cell Junctions"		NA	NA				"Cluster 88: Choroid plexus - Transmembrane transport"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 73: Prostatic glandular cells - Transcription"	"Plasma membrane"	"Cell Junctions"	"HPA031593: AB_10600810, HPA031594: AB_2673948"	"unprognostic (2.06e-1)"	"unprognostic (1.21e-1)"	"unprognostic (1.69e-2)"	"unprognostic (5.55e-3)"	"unprognostic (2.18e-1)"	"unprognostic (6.02e-2)"	"unprognostic (2.24e-3)"	"unprognostic (2.54e-2)"	"unprognostic (2.08e-2)"	"unprognostic (3.69e-2)"	"unprognostic (2.38e-1)"	"unprognostic (1.83e-1)"	"unprognostic (2.33e-3)"	"unprognostic (3.04e-1)"	"unprognostic (1.65e-1)"	"unprognostic (1.04e-2)"	"unprognostic (1.55e-3)"
SLC38A6	NAT-1	ENSG00000139974	"Solute carrier family 38 member 6"	Q8IZM9	14	60981114-61083733	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Ion transport, Sodium transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Early spermatids: 199.2;Excitatory neurons: 97.4;Hofbauer cells: 92.0;Inhibitory neurons: 75.7;Late spermatids: 122.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Late spermatids, Thyroid - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA018508	Approved		Approved	"Plasma membrane,Cell Junctions,Microtubules"		NA	NA			"Cluster 7: Monocytes - Unknown function"	"Cluster 48: Parathyroid gland - membrane proteins"	"Cluster 46: Non-specific - Unknown function"	"Cluster 38: Neurons - Neuronal signaling"	"Cell Junctions"	"Plasma membrane, Microtubules"	"HPA018508: AB_2190518"	"unprognostic (7.08e-2)"	"unprognostic (4.14e-2)"	"unprognostic (1.75e-1)"	"unprognostic (3.49e-1)"	"unprognostic (1.00e-1)"	"unprognostic (1.74e-2)"	"prognostic unfavorable (9.47e-6)"	"unprognostic (9.89e-3)"	"unprognostic (2.38e-1)"	"unprognostic (2.18e-2)"	"unprognostic (2.20e-1)"	"unprognostic (5.13e-2)"	"prognostic unfavorable (1.37e-5)"	"unprognostic (1.73e-1)"	"unprognostic (4.63e-2)"	"unprognostic (1.47e-1)"	"unprognostic (2.90e-1)"
SLC44A2	CTL2	ENSG00000129353	"Solute carrier family 44 member 2"	Q8IWA5	19	10602457-10644557	"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Transport			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Early spermatids: 160.3;Extravillous trophoblasts: 270.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Stomach - Gastric mucous cells, Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003228, HPA070799"	Approved		Approved	"Vesicles,Cell Junctions"		NA	NA			"Cluster 8: Neutrophils - Inflammatory response"	"Cluster 80: Striated muscle - Unknown function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 54: Extravillous trophoblasts - Unknown function"	"Vesicles, Cell Junctions"		"HPA003228: AB_1080009, HPA070799: AB_2686314"	"unprognostic (6.35e-3)"	"unprognostic (5.75e-2)"	"unprognostic (4.34e-1)"	"unprognostic (3.06e-3)"	"unprognostic (4.38e-2)"	"unprognostic (8.41e-3)"	"unprognostic (1.64e-1)"	"unprognostic (2.52e-1)"	"unprognostic (2.66e-2)"	"unprognostic (4.32e-1)"	"prognostic unfavorable (6.01e-4)"	"unprognostic (8.63e-2)"	"prognostic favorable (1.71e-5)"	"unprognostic (1.28e-1)"	"unprognostic (1.67e-1)"	"unprognostic (8.21e-3)"	"unprognostic (3.61e-2)"
SLC5A7	"CHT1, hCHT"	ENSG00000115665	"Solute carrier family 5 member 7"	Q9GZV3	2	107986523-108013994	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Neurotransmitter biosynthesis, Sodium transport, Symport, Transport"		"Congenital myasthenic syndrome, Disease variant, Neurodegeneration, Neuropathy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	12	"brain: 32.9"	"Cell type enhanced"	"Detected in some"		"Alveolar cells type 1: 2.3;Bipolar cells: 1.5;Club cells: 1.7;Melanocytes: 1.7"	"Cancer enhanced"	"Detected in single"		"testis cancer: 0.8"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	6	"Neuroblastoma: 2.8"	"Colon - Enteric glia cells"	"Group enriched"	"Detected in many"	4	"basal ganglia: 23.1;hypothalamus: 9.0;midbrain: 9.4;pons and medulla: 14.4;thalamus: 6.2"	"Group enriched"	"Detected in many"	6	"basal ganglia: 20.4;pons: 26.5;spinal cord: 46.7"	HPA046105			Approved	"Nuclear bodies,Cell Junctions,Intermediate filaments"		NA	NA				"Cluster 73: Brain - Neuropeptide signaling"	"Cluster 29: TT & NCI-H1385 - Synaptic signal transduction"	"Cluster 9: Neurons - Nervous system development"	"Cell Junctions, Intermediate filaments"	"Nuclear bodies"	"HPA046105: "	"unprognostic (2.98e-1)"		"unprognostic (1.01e-1)"					"unprognostic (1.29e-3)"			"unprognostic (7.10e-2)"	"unprognostic (1.66e-1)"	"unprognostic (3.39e-4)"	"unprognostic (1.05e-2)"	"unprognostic (9.78e-3)"	"unprognostic (6.42e-2)"	"unprognostic (1.61e-2)"
SLC6A6	TAUT	ENSG00000131389	"Solute carrier family 6 member 6"	P31641	3	14402576-14489349	"Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Neurotransmitter transport, Symport, Transport"		"Cardiomyopathy, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"retina: 68.5"	"Group enriched"	"Detected in many"	4	"Cone photoreceptor cells: 465.3;Rod photoreceptor cells: 618.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in many"	6	"neutrophil: 59.2"	"Lineage enriched"	"Detected in all"	6	"granulocytes: 59.2"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA015028, HPA016488"	Enhanced		Approved	"Cell Junctions,Cytosol"		NA	NA			"Cluster 50: Neutrophils - Cellular senescence"	"Cluster 34: Non-specific - Transcription"	"Cluster 61: Liver - Metabolism"	"Cluster 44: Photoreceptor cells - Visual perception"	"Cell Junctions, Cytosol"		"HPA015028: AB_1857200, HPA016488: AB_1857202"	"unprognostic (8.25e-2)"	"unprognostic (7.29e-3)"	"unprognostic (2.63e-2)"	"prognostic favorable (5.22e-5)"	"prognostic unfavorable (5.75e-8)"	"unprognostic (4.14e-2)"	"prognostic unfavorable (8.78e-4)"	"unprognostic (2.58e-1)"	"unprognostic (2.56e-1)"	"unprognostic (3.81e-1)"	"unprognostic (6.96e-2)"	"unprognostic (2.38e-1)"	"unprognostic (2.78e-3)"	"unprognostic (1.11e-1)"	"unprognostic (1.01e-2)"	"unprognostic (9.65e-2)"	"unprognostic (1.90e-1)"
SLC7A2	"ATRC2, CAT-2, HCAT2"	ENSG00000003989	"Solute carrier family 7 member 2"	P52569	8	17497088-17570573	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"liver: 176.7;parathyroid gland: 224.1"	"Cell type enhanced"	"Detected in many"		"Glandular and luminal cells: 159.6;Hepatocytes: 204.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA009277			Supported	"Plasma membrane,Cell Junctions"		NA	NA				"Cluster 8: Non-specific - Mitochondria"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 14: Endometrium - Transcription regulation"	"Plasma membrane"	"Cell Junctions"	"HPA009277: AB_2668229"	"unprognostic (1.31e-1)"	"unprognostic (2.28e-1)"	"unprognostic (1.07e-1)"	"unprognostic (1.13e-2)"	"unprognostic (1.06e-1)"	"unprognostic (5.20e-2)"	"unprognostic (7.24e-3)"	"unprognostic (3.11e-1)"	"unprognostic (1.76e-1)"	"unprognostic (4.49e-1)"	"unprognostic (1.34e-2)"	"unprognostic (1.11e-2)"	"prognostic unfavorable (2.65e-7)"	"prognostic unfavorable (3.08e-4)"	"unprognostic (1.46e-2)"	"unprognostic (8.98e-2)"	"unprognostic (1.79e-1)"
SLC9A2	NHE2	ENSG00000115616	"Solute carrier family 9 member A2"	Q9UBY0	2	102619553-102711355	"Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters"	"Antiport, Ion transport, Sodium transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 20.7;stomach 1: 26.4"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 43.6;Early spermatids: 54.9;Enteroendocrine cells: 22.1;Gastric mucus-secreting cells: 47.1;Intestinal goblet cells: 28.9;Late spermatids: 27.8;Paneth cells: 30.8;Prostatic glandular cells: 23.3;Undifferentiated cells: 21.3"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Colon enterocytes, Prostate - Prostate glandular cells, Testis - Early spermatids"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA035121, HPA035122"	Approved		Supported	"Cell Junctions"		NA	NA				"Cluster 37: Intestine - Unknown function"	"Cluster 2: DU4475 - Unknown function"	"Cluster 26: Intestinal epithelial cells - Absorption"	"Cell Junctions"		"HPA035121: AB_10602894, HPA035122: AB_2674477"	"unprognostic (1.53e-2)"	"unprognostic (8.05e-3)"	"unprognostic (6.00e-2)"	"unprognostic (3.00e-3)"	"unprognostic (3.12e-1)"	"unprognostic (1.09e-1)"	"unprognostic (2.12e-1)"	"unprognostic (1.86e-1)"	"unprognostic (1.55e-1)"	"unprognostic (1.23e-1)"	"unprognostic (2.37e-2)"	"unprognostic (1.97e-1)"	"unprognostic (1.40e-3)"	"unprognostic (1.60e-1)"	"unprognostic (7.51e-2)"	"unprognostic (1.39e-2)"	"unprognostic (1.70e-1)"
SLC9B2	"FLJ23984, NHA2, NHEDC2"	ENSG00000164038	"Solute carrier family 9 member B2"	Q86UD5	4	103019868-103085829	"Predicted membrane proteins, Transporters"	"Antiport, Hydrogen ion transport, Ion transport, Sodium transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"liver: 38.7"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 57.1;Hepatocytes: 37.7;Inhibitory neurons: 55.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"NK-cell: 11.8"	"Group enriched"	"Detected in many"	5	"B-cells: 5.1;NK-cells: 11.8;T-cells: 6.4"	"Low cancer specificity"	"Detected in all"			"Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA047008	Uncertain		Approved	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 15: NK-cells - Transcription"	"Cluster 15: Liver - Metabolism"	"Cluster 12: Lymphoid cancers - Adaptive immune response"	"Cluster 74: Pancreatic cells - Mixed function"	"Nucleoplasm, Cell Junctions"		"HPA047008: AB_2679901"	"unprognostic (1.85e-1)"	"unprognostic (5.43e-2)"	"unprognostic (2.68e-1)"	"unprognostic (1.11e-1)"	"unprognostic (8.83e-2)"	"unprognostic (1.23e-1)"	"unprognostic (1.43e-2)"	"unprognostic (3.78e-2)"	"unprognostic (3.26e-1)"	"unprognostic (2.53e-2)"	"unprognostic (3.53e-2)"	"unprognostic (1.67e-1)"	"unprognostic (2.51e-5)"	"unprognostic (2.23e-1)"	"unprognostic (1.28e-1)"	"unprognostic (1.90e-2)"	"unprognostic (2.35e-5)"
SLCO4A1	"OATP-E, OATP4A1, SLC21A12"	ENSG00000101187	"Solute carrier organic anion transporter family member 4A1"	Q96BD0	20	62642503-62685785	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"lung: 57.2"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 61.8;Endothelial cells: 56.7;Extravillous trophoblasts: 271.2;Melanocytes: 73.1"	"Cancer enhanced"	"Detected in all"		"colorectal cancer: 21.0"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"T-reg: 1.6"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"				"Region enriched"	"Detected in some"	5	"cerebellum: 6.7"	"Low region specificity"	"Detected in some"			"HPA030669, HPA030670"	Uncertain		Supported	"Cell Junctions"		NA	NA			"Cluster 4: T-regs - Cell cycle regulation"	"Cluster 57: Non-specific - Angiogenesis"	"Cluster 10: Ovarian & Endometrial cancers - Unknown function"	"Cluster 54: Extravillous trophoblasts - Unknown function"	"Cell Junctions"		"HPA030669: AB_10601163, HPA030670: AB_10670033"	"unprognostic (8.94e-2)"	"unprognostic (2.01e-1)"	"unprognostic (3.41e-1)"	"unprognostic (2.46e-3)"	"unprognostic (3.34e-2)"	"unprognostic (1.12e-1)"	"unprognostic (2.84e-3)"	"prognostic unfavorable (4.74e-4)"	"unprognostic (4.94e-2)"	"unprognostic (1.21e-2)"	"unprognostic (3.49e-3)"	"unprognostic (1.53e-1)"	"unprognostic (1.49e-1)"	"unprognostic (2.84e-3)"	"unprognostic (9.27e-2)"	"unprognostic (1.53e-1)"	"unprognostic (1.25e-1)"
