Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
SNX7		ENSG00000162627	"Sorting nexin 7"	Q9UNH6	1	98661701-98760500	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	4	"Gallbladder cancer: 203.3"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA037419	Enhanced		Approved	"Vesicles,Cell Junctions"		NA	NA				"Cluster 12: Smooth muscle tissue - Mixed function"	"Cluster 38: Non-specific - mRNA processing"	"Cluster 15: Smooth muscle cells - Muscle contraction"	Vesicles	"Cell Junctions"	"HPA037419: AB_10671754"	"unprognostic (3.19e-1)"	"unprognostic (2.18e-1)"	"prognostic favorable (5.10e-5)"	"unprognostic (2.84e-2)"	"unprognostic (1.14e-1)"	"unprognostic (2.82e-2)"	"prognostic unfavorable (9.59e-7)"	"unprognostic (1.53e-2)"	"unprognostic (2.64e-1)"	"unprognostic (1.41e-2)"	"unprognostic (1.19e-3)"	"unprognostic (1.88e-1)"	"unprognostic (7.95e-3)"	"unprognostic (1.68e-1)"	"unprognostic (1.45e-1)"	"unprognostic (8.65e-2)"	"unprognostic (1.77e-1)"
SNX8	Mvp1	ENSG00000106266	"Sorting nexin 8"	Q9Y5X2	7	2251770-2354318	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Early spermatids: 90.6;Langerhans cells: 89.7;Late spermatids: 348.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Lung - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA057296, HPA060194"	Approved		Supported	Vesicles		NA	NA			"Cluster 23: Antigen presenting cells - Antigen presentation"	"Cluster 32: Brain & Lymphoid tissue - Unknown function"	"Cluster 63: Non-specific - Unknown function"	"Cluster 51: Late spermatids - Spermatogenesis"	Vesicles		"HPA057296: AB_2683401, HPA060194: AB_2684219"	"unprognostic (2.22e-2)"	"unprognostic (3.38e-1)"	"unprognostic (9.85e-3)"	"unprognostic (1.39e-1)"	"unprognostic (2.08e-2)"	"unprognostic (9.32e-2)"	"prognostic unfavorable (8.47e-6)"	"unprognostic (5.23e-2)"	"unprognostic (1.91e-3)"	"unprognostic (1.54e-2)"	"unprognostic (3.06e-1)"	"unprognostic (6.01e-2)"	"unprognostic (1.54e-1)"	"unprognostic (5.10e-2)"	"unprognostic (4.83e-2)"	"unprognostic (1.12e-2)"	"unprognostic (1.35e-1)"
SOBP	FLJ10159	ENSG00000112320	"Sine oculis binding protein homolog"	A7XYQ1	6	107490106-107661306	"Disease related genes, Human disease related genes, Predicted intracellular proteins"			"Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 169.9;Excitatory neurons: 256.2;Granulosa cells: 142.2;Inhibitory neurons: 280.4;Oligodendrocyte precursor cells: 252.7;Oligodendrocytes: 263.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"naive B-cell: 1.3"	"Lineage enriched"	"Detected in single"	13	"B-cells: 1.3"	"Low cancer specificity"	"Detected in many"			"Testis - Early spermatids, Thyroid - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA029242	Uncertain		Approved	Nucleoplasm,Vesicles		NA	NA			"Cluster 21: B-cells - Adaptive immune response"	"Cluster 47: Non-specific - Unknown function"	"Cluster 56: Neurons - Neuronal signaling"	"Cluster 37: Neurons - Neuronal signaling"	Nucleoplasm	Vesicles	"HPA029242: AB_10603340"	"unprognostic (7.11e-2)"	"unprognostic (1.35e-3)"	"unprognostic (9.01e-2)"	"unprognostic (2.04e-3)"	"unprognostic (3.09e-1)"	"unprognostic (1.12e-1)"	"unprognostic (3.80e-2)"	"unprognostic (5.63e-2)"	"unprognostic (9.84e-2)"	"unprognostic (5.35e-3)"	"prognostic favorable (1.55e-5)"	"unprognostic (6.64e-2)"	"unprognostic (2.00e-3)"	"unprognostic (5.41e-2)"	"unprognostic (2.12e-1)"	"unprognostic (1.39e-1)"	"unprognostic (1.95e-3)"
SOHLH2	"bHLHe81, FLJ20449, SPATA28, TEB1"	ENSG00000120669	"Spermatogenesis and oogenesis specific basic helix-loop-helix 2"	Q9NX45	13	36168217-36214588	"Predicted intracellular proteins, Transcription factors"	"Differentiation, Oogenesis, Spermatogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	5	"testis: 27.5"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 38.4;Extravillous trophoblasts: 18.5;Late spermatids: 77.7;Spermatocytes: 20.6;Spermatogonia: 32.8"	"Low cancer specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Myeloma: 10.1"	"Testis - Early spermatids"									HPA029182			Uncertain	Vesicles		NA	NA				"Cluster 78: Testis - Spermatogenesis"	"Cluster 44: Myeloma - Humoral immune response"	"Cluster 31: Spermatocytes - Spermatogenesis"	Vesicles		"HPA029182: AB_10602409"	"unprognostic (1.00e-1)"	"unprognostic (1.65e-1)"		"unprognostic (1.99e-1)"	"unprognostic (2.99e-2)"	"unprognostic (2.54e-2)"		"unprognostic (3.01e-2)"	"unprognostic (2.95e-1)"	"unprognostic (7.88e-2)"	"unprognostic (2.12e-1)"	"unprognostic (1.39e-1)"	"unprognostic (5.53e-3)"	"unprognostic (2.10e-1)"	"unprognostic (8.56e-2)"	"unprognostic (7.44e-2)"	"unprognostic (5.93e-2)"
SORCS2	KIAA1329	ENSG00000184985	"Sortilin related VPS10 domain containing receptor 2"	Q96PQ0	4	7192538-7742836	"Plasma proteins, Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 22.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 103.8;Bipolar cells: 69.8;Excitatory neurons: 40.8;Muller glia cells: 33.0;Oligodendrocytes: 72.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Prostate - Fibroblasts, Skeletal muscle - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA071818			Approved	Vesicles,Cytosol		NA	NA				"Cluster 45: Intestine - Brush border"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 63: Astrocytes - Nervous system maintenance"	"Vesicles, Cytosol"		"HPA071818: "	"unprognostic (1.38e-1)"	"unprognostic (6.32e-2)"	"unprognostic (1.91e-2)"	"unprognostic (4.37e-2)"	"unprognostic (4.91e-3)"	"unprognostic (1.82e-2)"	"unprognostic (4.60e-2)"	"unprognostic (1.14e-2)"	"unprognostic (1.49e-3)"	"prognostic unfavorable (3.55e-4)"	"unprognostic (1.52e-1)"	"unprognostic (3.56e-2)"	"prognostic unfavorable (3.09e-4)"	"unprognostic (2.17e-3)"	"unprognostic (5.37e-2)"	"unprognostic (2.09e-1)"	"unprognostic (7.27e-3)"
SOS2		ENSG00000100485	"SOS Ras/Rho guanine nucleotide exchange factor 2"	Q07890	14	50117130-50231578	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"		"Guanine-nucleotide releasing factor"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"basophil: 8.0"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Stomach - Endothelial cells, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB004577, HPA047368, HPA052689"	Approved		Approved	Nucleoplasm,Vesicles		NA	NA			"Cluster 18: Basophils - Vesicular transport"	"Cluster 8: Non-specific - Mitochondria"	"Cluster 46: Non-specific - Unknown function"	"Cluster 33: Macrophages - Degranulation"	Nucleoplasm	Vesicles	"CAB004577: AB_628270, HPA047368: AB_2680014, HPA052689: AB_2681917"	"unprognostic (7.99e-2)"	"unprognostic (6.17e-2)"	"unprognostic (7.80e-2)"	"unprognostic (4.93e-2)"	"unprognostic (2.81e-2)"	"unprognostic (7.64e-2)"	"unprognostic (1.56e-1)"	"unprognostic (3.08e-1)"	"unprognostic (2.01e-1)"	"unprognostic (3.88e-1)"	"unprognostic (9.99e-2)"	"unprognostic (8.21e-2)"	"prognostic favorable (8.48e-8)"	"unprognostic (2.47e-2)"	"unprognostic (1.91e-1)"	"unprognostic (1.01e-1)"	"unprognostic (6.57e-2)"
SOSTDC1	"DAND7, DKFZp564D206, USAG1"	ENSG00000171243	"Sclerostin domain containing 1"	Q6X4U4	7	16461481-16530580	"Predicted secreted proteins"	"Wnt signaling pathway"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 111.3;stomach 1: 60.4"	"Cell type enhanced"	"Detected in many"		"Breast glandular cells: 67.1;Gastric mucus-secreting cells: 62.6;Melanocytes: 43.5;Proximal tubular cells: 23.4"	"Cancer enhanced"	"Detected in many"		"renal cancer: 25.9"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Breast - Breast myoepithelial cells, Skin - Outer root sheath cells, Stomach - Gastric mucous cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid - Fibroblasts"	"Group enriched"	"Detected in many"	5	"basal ganglia: 9.2;hippocampal formation: 18.4;pons and medulla: 15.1;thalamus: 11.9"	"Low region specificity"	"Detected in many"			HPA042856			Uncertain	"Nucleoli,Nucleoli rim,Golgi apparatus,Vesicles"	"Secreted to extracellular matrix"	NA	NA				"Cluster 88: Choroid plexus - Transmembrane transport"	"Cluster 42: Sarcoma - Muscle contraction"	"Cluster 30: Breast - Lactation"	"Golgi apparatus"	"Nucleoli, Nucleoli rim, Vesicles"	"HPA042856: "	"unprognostic (2.08e-2)"	"unprognostic (2.49e-1)"	"unprognostic (1.14e-1)"	"unprognostic (6.17e-3)"	"unprognostic (5.59e-3)"	"unprognostic (4.13e-2)"	"unprognostic (1.30e-1)"	"unprognostic (1.28e-2)"	"unprognostic (1.41e-2)"	"prognostic favorable (8.69e-4)"	"unprognostic (2.59e-1)"	"unprognostic (2.62e-1)"	"prognostic favorable (3.22e-5)"	"unprognostic (7.01e-2)"	"unprognostic (1.23e-1)"	"unprognostic (3.50e-2)"	"prognostic unfavorable (8.72e-4)"
SOX15	"SOX20, SOX26, SOX27"	ENSG00000129194	"SRY-box transcription factor 15"	O60248	17	7588178-7590094	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding, Repressor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 87.4;skin 1: 48.2"	"Group enriched"	"Detected in many"	4	"Basal keratinocytes: 180.4;Basal squamous epithelial cells: 425.3;Squamous epithelial cells: 364.3;Suprabasal keratinocytes: 166.4"	"Cancer enhanced"	"Detected in many"		"testis cancer: 67.6"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"intermediate monocyte: 6.7;non-classical monocyte: 10.6"	"Lineage enriched"	"Detected in many"	5	"monocytes: 10.6"	"Cancer enhanced"	"Detected in all"		"Esophageal cancer: 49.7;head and neck cancer: 73.9"	"Skin - Keratinocyte (other), Thyroid - Fibroblasts"	"Not detected"	"Not detected"							"HPA067196, HPA074049"	Enhanced		Approved	Nucleoplasm,Nucleoli,Vesicles		Yes	NA			"Cluster 51: Monocytes - Innate immune response"	"Cluster 27: Brain & Skin - Unknown function"	"Cluster 60: Keratinocytes - Epithelial cell function"	"Cluster 22: Squamous epithelial cells - Keratinization"	Nucleoplasm	"Nucleoli, Vesicles"	"HPA067196: AB_2685802, HPA074049: AB_2686656"	"unprognostic (5.79e-3)"	"unprognostic (6.65e-2)"	"unprognostic (1.40e-2)"	"unprognostic (2.58e-2)"	"unprognostic (2.72e-1)"	"unprognostic (1.60e-1)"	"unprognostic (6.02e-2)"	"unprognostic (2.81e-2)"	"unprognostic (5.00e-2)"	"unprognostic (8.50e-2)"	"unprognostic (1.59e-1)"	"unprognostic (1.24e-1)"	"unprognostic (8.61e-3)"	"unprognostic (1.03e-1)"	"unprognostic (1.96e-1)"	"unprognostic (2.95e-2)"	"unprognostic (2.97e-1)"
SOX30		ENSG00000039600	"SRY-box transcription factor 30"	O94993	5	157625679-157671480	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding, Repressor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	85	"testis: 80.6"	"Group enriched"	"Detected in some"	5	"Early spermatids: 309.2;Late spermatids: 128.6"	"Cancer enhanced"	"Detected in some"		"cervical cancer: 1.1"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"colorectal cancer: 1.4"	"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA006159, CAB009382"	Enhanced		Supported	Nucleoplasm,Vesicles,Cytosol		NA	NA			"Cluster 46: Basophils - DNA binding"	"Cluster 36: Testis - Spermatogenesis"	"Cluster 2: DU4475 - Unknown function"	"Cluster 49: Early spermatids - Spermatogenesis"	"Nucleoplasm, Vesicles"	Cytosol	"CAB009382: AB_2195963, HPA006159: AB_1080062"	"unprognostic (3.51e-2)"	"unprognostic (4.72e-2)"	"unprognostic (7.31e-2)"	"unprognostic (4.70e-4)"	"unprognostic (2.53e-2)"	"unprognostic (6.12e-2)"	"unprognostic (4.47e-2)"	"unprognostic (2.22e-2)"	"unprognostic (5.33e-2)"	"unprognostic (1.36e-1)"	"unprognostic (4.73e-2)"	"unprognostic (7.85e-2)"	"unprognostic (4.64e-4)"	"unprognostic (5.88e-2)"	"unprognostic (1.64e-1)"	"unprognostic (3.72e-2)"	"unprognostic (3.45e-1)"
SP2	KIAA0048	ENSG00000167182	"Sp2 transcription factor"	Q02086	17	47896150-47928957	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003357, CAB010245"	Supported		Enhanced	Nucleoplasm,Vesicles		NA	NA			"Cluster 41: Basophils - Cellular respiration"	"Cluster 8: Non-specific - Mitochondria"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 61: Non-specific - Transcription"	Nucleoplasm	Vesicles	"CAB010245: AB_2121523, HPA003357: AB_1080070"	"unprognostic (1.23e-1)"	"unprognostic (1.66e-2)"	"unprognostic (6.30e-3)"	"unprognostic (5.85e-2)"	"unprognostic (1.18e-1)"	"unprognostic (6.91e-2)"	"unprognostic (5.66e-2)"	"unprognostic (2.46e-1)"	"unprognostic (6.46e-2)"	"unprognostic (2.52e-1)"	"unprognostic (1.44e-1)"	"unprognostic (5.39e-2)"	"prognostic favorable (1.82e-5)"	"unprognostic (5.34e-3)"	"unprognostic (4.28e-2)"	"unprognostic (3.37e-2)"	"unprognostic (8.66e-2)"
SPA17	"CT22, SP17"	ENSG00000064199	"Sperm autoantigenic protein 17"	Q15506	11	124673844-124697518	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	9	"testis: 231.3"	"Group enriched"	"Detected in many"	4	"Early spermatids: 1457.3;Late spermatids: 2753.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Lung - Respiratory ciliated cells, Testis - Early spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA037568	Enhanced		Approved	Vesicles		NA	NA			"Cluster 14: Monocytes - Unknown function"	"Cluster 49: Ciliated cells - Cilium organization"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 51: Late spermatids - Spermatogenesis"	Vesicles		"HPA037568: AB_10672905"	"unprognostic (1.41e-2)"	"unprognostic (3.49e-1)"	"unprognostic (2.39e-3)"	"prognostic favorable (1.03e-4)"	"unprognostic (2.85e-1)"	"unprognostic (1.56e-1)"	"unprognostic (1.01e-4)"	"unprognostic (2.64e-1)"	"unprognostic (3.80e-2)"	"unprognostic (4.56e-2)"	"unprognostic (6.47e-2)"	"unprognostic (8.54e-2)"	"unprognostic (1.71e-3)"	"unprognostic (6.78e-2)"	"unprognostic (9.78e-3)"	"unprognostic (8.52e-2)"	"unprognostic (2.71e-1)"
SPANXA1	"CT11.1, NAP-X, SPAN-Xa, SPAN-Xb, SPANX"	ENSG00000198021	"Sperm protein associated with the nucleus, X-linked, family member A1"	Q9NS26	X	141583674-141585011	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	17	"testis: 15.0"	"Cell type enriched"	"Detected in some"	4	"Late spermatids: 100.2"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bladder cancer: 8.9;liver cancer: 8.7;Sarcoma: 9.9"										"HPA046423, HPA073647"	Supported		Supported	Nucleoplasm,Vesicles		NA	NA				"Cluster 78: Testis - Spermatogenesis"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 51: Late spermatids - Spermatogenesis"	Nucleoplasm	Vesicles	"HPA046423: AB_2679660, HPA073647: AB_2732232"																	
SPANXA2	SPANX	ENSG00000203926	"SPANX family member A2"	Q9NS26	X	141589708-141590762	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	62	"testis: 20.8"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"liver cancer: 86.7;Sarcoma: 283.2"										"HPA046423, HPA073647"	Supported		Supported	Nucleoplasm,Vesicles		NA	NA				"Cluster 74: Testis - Spermatogenesis"	"Cluster 3: HUVEC & TIME - Signal transduction"		Nucleoplasm	Vesicles	"HPA046423: AB_2679660, HPA073647: AB_2732232"																	
SPANXB1	"CT11.2, SPANXB2, SPANXF1, SPANXF2"	ENSG00000227234	"SPANX family member B1"	Q9NS25	X	141002594-141003706	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	81	"testis: 88.8"	"Cell type enriched"	"Detected in some"	4	"Late spermatids: 1935.1"	"Group enriched"	"Detected in some"	4	"breast cancer: 2.1;cervical cancer: 1.1;head and neck cancer: 2.1;lung cancer: 1.8;urothelial cancer: 3.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Bladder cancer: 39.4;Sarcoma: 62.4"	"Adipose visceral - Mesothelial cells, Testis - Late spermatids"									"HPA046423, HPA073647"	Supported		Approved	Nucleoplasm,Vesicles		NA	NA				"Cluster 74: Testis - Spermatogenesis"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 51: Late spermatids - Spermatogenesis"	Nucleoplasm	Vesicles	"HPA046423: AB_2679660, HPA073647: AB_2732232"															"unprognostic (8.55e-2)"		
SPANXC	"CT11.3, CTp11"	ENSG00000198573	"SPANX family member C"	Q9NY87	X	141241463-141242517	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	30	"testis: 31.0"	"Cell type enriched"	"Detected in some"	5	"Late spermatids: 1469.7"	"Cancer enhanced"	"Detected in single"		"urothelial cancer: 0.6"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"liver cancer: 12.5;Sarcoma: 19.4"										"HPA046423, HPA073647"	Supported		Supported	Nucleoplasm,Vesicles		NA	NA				"Cluster 74: Testis - Spermatogenesis"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 51: Late spermatids - Spermatogenesis"	Nucleoplasm	Vesicles	"HPA046423: AB_2679660, HPA073647: AB_2732232"															"unprognostic (3.56e-1)"		
